date,iv_atm
2017-07-04,35.410156
2017-07-05,33.366985
2017-07-06,31.367188
2017-07-07,33.066406
2017-07-10,34.0625
2017-07-11,35.097656
2017-07-12,34.296875
2017-07-13,34.628906
2017-07-14,34.648438
2017-07-17,36.679688
2017-07-18,42.382812
2017-07-19,42.689545
2017-07-20,51.40625
2017-07-21,28.28125
2017-07-24,32.34375
2017-07-25,36.71875
2017-07-27,26.757812
2017-07-28,28.691406
2017-07-31,28.691406
2017-08-01,27.861328
2017-08-02,24.199219
2017-08-03,27.03125
2017-08-04,28.496094
2017-08-07,31.132812
2017-08-08,29.414062
2017-08-09,34.472656
2017-08-10,36.445312
2017-08-11,33.398438
2017-08-14,30.429688
2017-08-16,29.453125
2017-08-17,30.79234
2017-08-18,38.164062
2017-08-21,39.296875
2017-08-22,36.191406
2017-08-23,36.035156
2017-08-24,31.699219
2017-08-28,42.75163
2017-08-29,55.3125
2017-08-30,50.234375
2017-08-31,29.609375
2017-09-01,28.75
2017-09-04,30.332031
2017-09-05,30.800781
2017-09-06,29.53125
2017-09-07,31.074219
2017-09-08,28.691406
2017-09-11,31.386719
2017-09-12,34.785156
2017-09-13,30.605469
2017-09-14,31.796875
2017-09-15,30.859375
2017-09-18,32.851562
2017-09-19,32.44278
2017-09-20,31.445312
2017-09-21,27.890625
2017-09-22,27.5
2017-09-25,34.609375
2017-09-26,45.78125
2017-09-27,34.84375
2017-09-28,31.152344
2017-09-29,25.917969
2017-10-03,35.507812
2017-10-04,26.347656
2017-10-05,27.207031
2017-10-06,26.074219
2017-10-09,30.449219
2017-10-10,26.796875
2017-10-11,34.121094
2017-10-12,29.570312
2017-10-13,29.21875
2017-10-16,32.226562
2017-10-17,34.011806
2017-10-18,35.280453
2017-10-23,59.765625
2017-10-24,61.09375
2017-10-25,87.65625
2017-10-26,28.847656
2017-10-27,29.511719
2017-10-30,27.402344
2017-10-31,27.128906
2017-11-01,28.222656
2017-11-02,27.070312
2017-11-03,24.707031
2017-11-06,20.0
2017-11-07,27.890625
2017-11-08,23.242188
2017-11-09,25.761719
2017-11-10,25.097656
2017-11-13,30.527344
2017-11-14,29.765625
2017-11-15,26.965286
2017-11-16,28.4375
2017-11-17,29.492188
2017-11-20,33.10547
2017-11-21,27.96875
2017-11-22,31.120224
2017-11-23,26.894531
2017-11-24,29.335938
2017-11-27,39.375
2017-11-28,36.640625
2017-11-29,33.046875
2017-11-30,25.644531
2017-12-01,31.269531
2017-12-04,26.347656
2017-12-05,25.546875
2017-12-06,24.707031
2017-12-07,25.761719
2017-12-08,26.777344
2017-12-11,25.859375
2017-12-12,26.25
2017-12-13,28.28125
2017-12-14,27.049932
2017-12-15,26.664099
2017-12-18,25.761719
2017-12-19,25.273438
2017-12-20,23.691406
2017-12-21,21.660156
2017-12-22,20.3125
2017-12-26,29.53125
2017-12-27,24.296875
2017-12-28,23.203125
2017-12-29,23.222656
2018-01-01,21.132812
2018-01-02,22.057035
2018-01-03,25.058594
2018-01-04,25.546875
2018-01-05,25.976562
2018-01-08,30.3125
2018-01-09,30.9375
2018-01-10,28.4375
2018-01-11,27.903973
2018-01-12,29.144342
2018-01-15,25.625
2018-01-16,29.589844
2018-01-17,30.273438
2018-01-18,32.695312
2018-01-19,34.570312
2018-01-22,60.507812
2018-01-23,75.703125
2018-01-24,40.0
2018-01-25,24.21875
2018-01-29,26.09375
2018-01-30,28.242188
2018-01-31,23.828125
2018-02-01,25.46875
2018-02-02,25.228271
2018-02-05,29.316406
2018-02-06,7.4804688
2018-02-07,40.78125
2018-02-08,27.890625
2018-02-09,20.019531
2018-02-12,26.40625
2018-02-14,28.28125
2018-02-15,25.859375
2018-02-16,24.21875
2018-02-19,17.03125
2018-02-20,13.90625
2018-02-21,40.0
2018-02-22,22.753906
2018-02-23,42.734375
2018-02-26,21.640625
2018-02-27,19.589844
2018-02-28,21.308594
2018-03-01,23.476562
2018-03-05,27.167969
2018-03-06,30.527344
2018-03-07,29.296875
2018-03-08,30.253906
2018-03-09,26.94373
2018-03-12,24.609375
2018-03-13,22.089844
2018-03-14,24.492188
2018-03-15,26.054688
2018-03-16,29.500025
2018-03-19,31.640625
2018-03-20,25.625
2018-03-21,22.65669
2018-03-22,22.421875
2018-03-23,32.304688
2018-03-26,43.203125
2018-03-27,28.173067
2018-03-28,23.671875
2018-04-02,25.976562
2018-04-03,22.382812
2018-04-04,26.640625
2018-04-05,25.097656
2018-04-06,26.25
2018-04-09,26.660156
2018-04-10,29.902344
2018-04-11,27.390944
2018-04-12,29.492188
2018-04-13,23.066406
2018-04-16,43.125
2018-04-17,22.773438
2018-04-18,21.796875
2018-04-19,22.148438
2018-04-20,31.71875
2018-04-23,40.859375
2018-04-24,39.6875
2018-04-25,28.75
2018-04-26,26.669922
2018-04-27,31.640625
2018-04-30,25.527344
2018-05-02,25.546875
2018-05-03,27.285156
2018-05-04,26.015625
2018-05-07,26.171875
2018-05-08,26.09375
2018-05-09,26.132812
2018-05-10,25.742188
2018-05-11,24.84375
2018-05-14,24.765625
2018-05-15,24.511719
2018-05-16,21.289062
2018-05-17,21.953125
2018-05-18,23.984375
2018-05-21,23.398438
2018-05-22,24.492188
2018-05-23,26.25
2018-05-24,21.054688
2018-05-25,22.851562
2018-05-28,28.476562
2018-05-29,35.234375
2018-05-30,29.61248
2018-05-31,26.386719
2018-06-01,24.902344
2018-06-04,27.832031
2018-06-05,25.527344
2018-06-06,25.039062
2018-06-07,24.84375
2018-06-08,27.460938
2018-06-11,26.542969
2018-06-12,28.046875
2018-06-13,30.234375
2018-06-14,28.867188
2018-06-15,28.007812
2018-06-18,31.671835
2018-06-19,26.855469
2018-06-20,29.462261
2018-06-21,26.445312
2018-06-22,27.03125
2018-06-25,33.710938
2018-06-26,35.078125
2018-06-27,53.984375
2018-06-28,30.058594
2018-06-29,29.160156
2018-07-02,30.703125
2018-07-03,31.08172
2018-07-04,32.5
2018-07-05,34.921875
2018-07-06,34.84375
2018-07-09,37.128906
2018-07-10,38.984375
2018-07-11,37.119156
2018-07-12,39.609375
2018-07-13,39.433594
2018-07-16,43.945312
2018-07-17,47.382812
2018-07-18,51.09375
2018-07-19,41.171875
2018-07-20,34.804688
2018-07-23,37.5
2018-07-24,40.3125
2018-07-25,30.15625
2018-07-26,23.222656
2018-07-27,23.164062
2018-07-30,23.496094
2018-07-31,24.326172
2018-08-01,22.617188
2018-08-02,24.824219
2018-08-03,24.882812
2018-08-06,24.609375
2018-08-07,25.585938
2018-08-08,25.683594
2018-08-09,29.609375
2018-08-10,28.652344
2018-08-13,29.414062
2018-08-14,27.304688
2018-08-16,28.476562
2018-08-17,29.863281
2018-08-20,32.94922
2018-08-21,32.285156
2018-08-23,34.335938
2018-08-24,30.859375
2018-08-27,41.5625
2018-08-28,41.328125
2018-08-29,40.930244
2018-08-30,33.046875
2018-08-31,30.488281
2018-09-03,31.689453
2018-09-04,29.785156
2018-09-05,30.751953
2018-09-06,30.69336
2018-09-07,31.015625
2018-09-10,35.327328
2018-09-11,32.304688
2018-09-12,29.863281
2018-09-14,30.644531
2018-09-17,32.382812
2018-09-18,30.820312
2018-09-19,28.282377
2018-09-21,31.5625
2018-09-24,21.774958
2018-09-25,57.1875
2018-09-26,51.54983
2018-09-27,35.01953
2018-09-28,39.51172
2018-10-01,43.007812
2018-10-03,40.429688
2018-10-04,38.945312
2018-10-05,46.210938
2018-10-08,45.651836
2018-10-09,45.15625
2018-10-10,41.171875
2018-10-11,45.84039
2018-10-12,43.554688
2018-10-15,48.945312
2018-10-16,45.76172
2018-10-17,44.882812
2018-10-19,51.796875
2018-10-22,106.25
2018-10-23,67.421875
2018-10-24,64.140625
2018-10-25,37.285156
