date,iv_atm
2017-07-04,23.90625
2017-07-05,23.378906
2017-07-06,21.904297
2017-07-07,21.71875
2017-07-10,22.128906
2017-07-11,21.796875
2017-07-12,22.207031
2017-07-13,21.80664
2017-07-14,20.722656
2017-07-17,22.226562
2017-07-18,21.582031
2017-07-19,19.941406
2017-07-20,20.040928
2017-07-21,19.355469
2017-07-24,26.445312
2017-07-25,31.71875
2017-07-27,24.853516
2017-07-28,27.88086
2017-07-31,26.679688
2017-08-01,26.064453
2017-08-02,25.917969
2017-08-03,25.410156
2017-08-04,24.4902
2017-08-07,25.263672
2017-08-08,24.628906
2017-08-09,26.376953
2017-08-10,28.115234
2017-08-11,31.689453
2017-08-14,28.144531
2017-08-16,32.189735
2017-08-17,31.464844
2017-08-18,31.368359
2017-08-21,33.847656
2017-08-22,32.79297
2017-08-23,28.046875
2017-08-24,28.164062
2017-08-28,30.390625
2017-08-29,40.742188
2017-08-30,27.618855
2017-08-31,29.804688
2017-09-01,27.705078
2017-09-04,30.253906
2017-09-05,28.125
2017-09-06,28.185415
2017-09-07,28.51714
2017-09-08,28.984375
2017-09-11,29.968658
2017-09-12,28.852934
2017-09-13,31.123047
2017-09-14,29.461597
2017-09-15,30.449219
2017-09-18,32.196228
2017-09-19,32.470703
2017-09-20,33.320312
2017-09-21,30.253906
2017-09-22,28.984375
2017-09-25,36.679688
2017-09-26,43.398438
2017-09-27,45.73809
2017-09-28,29.268782
2017-09-29,29.814453
2017-10-03,29.990234
2017-10-04,27.582357
2017-10-05,27.626394
2017-10-06,27.773438
2017-10-09,28.789062
2017-10-10,28.702528
2017-10-11,28.993565
2017-10-12,28.66211
2017-10-13,27.402344
2017-10-16,27.871094
2017-10-17,27.161995
2017-10-18,25.915506
2017-10-23,29.257812
2017-10-24,31.523438
2017-10-25,29.21875
2017-10-26,30.947266
2017-10-27,29.736328
2017-10-30,29.169922
2017-10-31,27.5
2017-11-01,28.613281
2017-11-02,27.988281
2017-11-03,29.121094
2017-11-06,27.480469
2017-11-07,30.458984
2017-11-08,30.664062
2017-11-09,31.621094
2017-11-10,30.884201
2017-11-13,31.601562
2017-11-14,30.605469
2017-11-15,31.308594
2017-11-16,28.828125
2017-11-17,28.066406
2017-11-20,31.015625
2017-11-21,31.660156
2017-11-22,30.976562
2017-11-23,31.035156
2017-11-24,27.539062
2017-11-27,36.11113
2017-11-28,34.726562
2017-11-29,33.90625
2017-11-30,28.339844
2017-12-01,29.482422
2017-12-04,30.898438
2017-12-05,30.355711
2017-12-06,32.32422
2017-12-07,30.33328
2017-12-08,28.789062
2017-12-11,29.082031
2017-12-12,31.269531
2017-12-13,33.320312
2017-12-14,34.21875
2017-12-15,30.507812
2017-12-18,32.226562
2017-12-19,29.238281
2017-12-20,28.535156
2017-12-21,27.910156
2017-12-22,27.148438
2017-12-26,32.773438
2017-12-27,27.5
2017-12-28,30.019531
2017-12-29,28.496094
2018-01-01,28.339844
2018-01-02,31.78711
2018-01-03,32.041016
2018-01-04,32.089844
2018-01-05,31.367188
2018-01-08,33.583984
2018-01-09,34.5912
2018-01-10,34.248047
2018-01-11,32.089844
2018-01-12,31.699219
2018-01-15,34.453125
2018-01-16,32.265625
2018-01-17,31.601562
2018-01-18,39.325554
2018-01-19,34.257812
2018-01-22,46.914062
2018-01-23,41.953125
2018-01-24,52.34375
2018-01-25,38.945312
2018-01-29,35.9375
2018-01-30,36.33789
2018-01-31,36.63086
2018-02-01,31.855469
2018-02-02,35.722656
2018-02-05,34.955315
2018-02-06,40.429688
2018-02-07,39.39453
2018-02-08,37.139233
2018-02-09,38.046875
2018-02-12,33.26172
2018-02-14,33.320312
2018-02-15,29.570312
2018-02-16,27.949219
2018-02-19,37.96875
2018-02-20,33.515625
2018-02-21,38.59375
2018-02-22,27.43164
2018-02-23,25.927734
2018-02-26,25.976562
2018-02-27,26.824312
2018-02-28,24.6875
2018-03-01,24.726562
2018-03-05,27.073547
2018-03-06,28.789312
2018-03-07,28.576956
2018-03-08,26.933594
2018-03-09,26.523438
2018-03-12,27.246094
2018-03-13,27.285156
2018-03-14,28.046875
2018-03-15,28.554688
2018-03-16,29.414062
2018-03-19,33.808594
2018-03-20,28.849968
2018-03-21,25.117188
2018-03-22,24.316406
2018-03-23,26.757812
2018-03-26,28.59375
2018-03-27,40.00359
2018-03-28,30.644531
2018-04-02,27.856628
2018-04-03,27.378874
2018-04-04,30.253906
2018-04-05,27.050781
2018-04-06,26.65437
2018-04-09,29.363544
2018-04-10,29.257812
2018-04-11,29.208984
2018-04-12,28.964844
2018-04-13,27.539062
2018-04-16,30.683594
