date,open,high,low,close,volume
2019-07-02 09:15:00,12622.25,12650.8,12555.0,12568.65,0
2019-07-02 10:15:00,12569.65,12604.85,12567.35,12599.7,0
2019-07-02 11:15:00,12600.6,12647.35,12600.6,12631.3,0
2019-07-02 12:15:00,12631.9,12680.85,12631.75,12674.6,0
2019-07-02 13:15:00,12674.6,12691.0,12657.8,12683.75,0
2019-07-02 14:15:00,12683.65,12728.7,12668.8,12720.85,0
2019-07-02 15:15:00,12722.35,12723.5,12707.7,12714.3,0
2019-07-03 09:15:00,12735.75,12745.15,12685.15,12703.1,0
2019-07-03 10:15:00,12702.3,12732.25,12702.3,12729.1,0
2019-07-03 11:15:00,12728.75,12729.45,12697.25,12710.0,0
2019-07-03 12:15:00,12710.3,12727.1,12706.95,12718.0,0
2019-07-03 13:15:00,12718.0,12744.55,12714.35,12726.7,0
2019-07-03 14:15:00,12727.0,12738.75,12697.95,12722.8,0
2019-07-03 15:15:00,12721.3,12735.35,12721.3,12726.85,0
2019-07-04 09:15:00,12743.7,12792.95,12740.3,12753.95,0
2019-07-04 10:15:00,12755.0,12761.65,12740.85,12744.65,0
2019-07-04 11:15:00,12743.9,12758.35,12735.25,12755.1,0
2019-07-04 12:15:00,12754.35,12780.05,12752.3,12766.85,0
2019-07-04 13:15:00,12766.7,12773.6,12748.5,12748.6,0
2019-07-04 14:15:00,12748.5,12783.85,12741.35,12753.95,0
2019-07-04 15:15:00,12754.7,12757.85,12728.7,12733.9,0
2019-07-05 09:15:00,12762.9,12773.1,12735.8,12738.4,0
2019-07-05 10:15:00,12738.55,12741.6,12706.7,12730.2,0
2019-07-05 11:15:00,12730.95,12731.8,12659.2,12681.05,0
2019-07-05 12:15:00,12681.85,12723.5,12616.1,12648.2,0
2019-07-05 13:15:00,12648.85,12660.9,12597.35,12633.55,0
2019-07-05 14:15:00,12633.6,12654.0,12545.05,12554.2,0
2019-07-05 15:15:00,12554.05,12559.55,12533.7,12541.4,0
2019-07-08 09:15:00,12499.75,12499.75,12394.05,12401.95,0
2019-07-08 10:15:00,12402.15,12410.1,12280.7,12300.35,0
2019-07-08 11:15:00,12300.3,12347.1,12281.75,12340.45,0
2019-07-08 12:15:00,12340.05,12340.4,12270.8,12274.05,0
2019-07-08 13:15:00,12273.8,12292.95,12249.75,12252.7,0
2019-07-08 14:15:00,12252.7,12272.4,12219.45,12265.25,0
2019-07-08 15:15:00,12266.5,12304.1,12261.6,12298.05,0
2019-07-09 09:15:00,12230.3,12282.15,12141.25,12177.6,0
2019-07-09 10:15:00,12178.0,12220.45,12154.65,12216.45,0
2019-07-09 11:15:00,12216.85,12381.5,12215.6,12342.1,0
2019-07-09 12:15:00,12341.5,12384.1,12292.95,12383.5,0
2019-07-09 13:15:00,12384.85,12406.35,12351.75,12380.3,0
