date,open,high,low,close,volume
2015-01-09 09:15:00,8517.35,8523.1,8483.9,8496.6,0
2015-01-09 09:45:00,8498.2,8505.85,8484.05,8495.8,0
2015-01-09 10:15:00,8495.8,8507.7,8492.3,8493.6,0
2015-01-09 10:45:00,8493.6,8497.0,8484.7,8488.8,0
2015-01-09 11:15:00,8488.8,8490.4,8468.8,8472.15,0
2015-01-09 11:45:00,8472.15,8481.3,8440.15,8457.35,0
2015-01-09 12:15:00,8457.35,8462.75,8434.6,8447.05,0
2015-01-09 12:45:00,8447.2,8453.9,8424.1,8426.05,0
2015-01-09 13:15:00,8424.05,8426.05,8403.8,8408.65,0
2015-01-09 13:45:00,8408.65,8532.3,8396.05,8518.0,0
2015-01-09 14:15:00,8518.0,8556.65,8507.6,8527.5,0
2015-01-09 14:45:00,8527.9,8560.35,8517.8,8552.25,0
2015-01-09 15:15:00,8552.25,8555.2,8541.4,8549.05,0
2015-01-12 09:15:00,8552.6,8552.6,8465.2,8478.3,0
2015-01-12 09:45:00,8479.3,8480.35,8461.05,8468.15,0
2015-01-12 10:15:00,8468.15,8484.75,8454.15,8458.8,0
2015-01-12 10:45:00,8458.8,8470.35,8448.7,8452.85,0
2015-01-12 11:15:00,8452.85,8463.9,8449.7,8454.4,0
2015-01-12 11:45:00,8454.4,8461.0,8431.8,8432.8,0
2015-01-12 12:15:00,8432.95,8432.95,8410.75,8423.75,0
2015-01-12 12:45:00,8423.75,8428.85,8417.85,8419.8,0
2015-01-12 13:15:00,8419.8,8428.65,8408.75,8423.65,0
2015-01-12 13:45:00,8423.65,8439.0,8421.0,8425.3,0
2015-01-12 14:15:00,8425.35,8471.95,8424.55,8449.0,0
2015-01-12 14:45:00,8449.0,8470.55,8442.95,8467.75,0
2015-01-12 15:15:00,8467.75,8474.35,8460.45,8470.85,0
2015-01-13 09:15:00,8469.65,8483.7,8420.9,8437.7,0
2015-01-13 09:45:00,8437.7,8449.05,8422.35,8422.35,0
2015-01-13 10:15:00,8422.35,8426.6,8402.45,8409.15,0
2015-01-13 10:45:00,8409.15,8411.65,8392.7,8400.55,0
2015-01-13 11:15:00,8400.8,8412.05,8394.55,8398.2,0
