date,open,high,low,close,volume
2022-08-29 09:15:00,7791.9,7857.5,7777.4,7852.8,0
2022-08-29 09:45:00,7852.85,7882.3,7845.6,7865.55,0
2022-08-29 10:15:00,7865.9,7887.7,7864.9,7879.65,0
2022-08-29 10:45:00,7878.8,7892.1,7875.5,7880.1,0
2022-08-29 11:15:00,7880.3,7916.8,7879.3,7910.65,0
2022-08-29 11:45:00,7910.0,7914.15,7902.55,7906.6,0
2022-08-29 12:15:00,7906.8,7914.05,7898.8,7905.4,0
2022-08-29 12:45:00,7905.0,7911.9,7895.05,7905.85,0
2022-08-29 13:15:00,7905.45,7925.45,7902.35,7919.6,0
2022-08-29 13:45:00,7918.65,7921.45,7909.75,7915.65,0
2022-08-29 14:15:00,7915.65,7920.45,7906.2,7920.2,0
2022-08-29 14:45:00,7920.0,7925.75,7908.85,7914.8,0
2022-08-29 15:15:00,7915.3,7918.85,7906.4,7918.55,0
2022-08-30 09:15:00,7940.0,7979.7,7928.5,7930.4,0
2022-08-30 09:45:00,7930.35,7967.65,7928.75,7965.05,0
2022-08-30 10:15:00,7965.25,7965.8,7954.4,7960.9,0
2022-08-30 10:45:00,7961.1,7970.5,7954.85,7965.4,0
2022-08-30 11:15:00,7966.05,7969.0,7959.6,7962.95,0
2022-08-30 11:45:00,7962.55,7963.8,7952.45,7958.6,0
2022-08-30 12:15:00,7958.6,7963.7,7956.05,7961.5,0
2022-08-30 12:45:00,7961.4,7968.25,7955.25,7968.1,0
2022-08-30 13:15:00,7968.35,7977.8,7965.75,7976.85,0
2022-08-30 13:45:00,7976.75,7980.75,7970.05,7978.35,0
2022-08-30 14:15:00,7978.2,7990.0,7977.4,7989.55,0
2022-08-30 14:45:00,7989.55,8021.5,7988.25,8016.5,0
2022-08-30 15:15:00,8016.15,8021.05,7994.85,8008.8,0
2022-09-01 09:15:00,7959.9,8005.05,7943.25,7965.8,0
2022-09-01 09:45:00,7965.8,7973.55,7957.1,7971.85,0
2022-09-01 10:15:00,7971.6,7976.15,7956.85,7971.05,0
2022-09-01 10:45:00,7971.0,7972.25,7951.95,7959.7,0
2022-09-01 11:15:00,7959.8,7964.1,7953.95,7956.6,0
2022-09-01 11:45:00,7955.7,7957.85,7932.25,7951.15,0
2022-09-01 12:15:00,7951.2,7954.1,7945.7,7952.6,0
2022-09-01 12:45:00,7952.55,7953.55,7921.3,7930.95,0
2022-09-01 13:15:00,7930.95,7939.25,7924.05,7931.55,0
2022-09-01 13:45:00,7931.75,7932.5,7909.3,7917.05,0
2022-09-01 14:15:00,7916.7,7923.75,7910.5,7919.15,0
2022-09-01 14:45:00,7918.85,7921.9,7902.15,7910.5,0
2022-09-01 15:15:00,7911.35,7912.15,7901.25,7909.35,0
2022-09-02 09:15:00,7928.0,7962.7,7919.7,7929.05,0
2022-09-02 09:45:00,7929.4,7937.6,7889.65,7897.4,0
2022-09-02 10:15:00,7896.8,7918.2,7891.9,7910.85,0
2022-09-02 10:45:00,7911.5,7913.4,7898.8,7910.75,0
2022-09-02 11:15:00,7910.75,7914.0,7901.65,7908.4,0
2022-09-02 11:45:00,7908.45,7909.85,7894.1,7900.5,0
2022-09-02 12:15:00,7900.4,7907.1,7898.7,7902.5,0
2022-09-02 12:45:00,7902.05,7902.75,7893.15,7899.5,0
2022-09-02 13:15:00,7899.95,7906.3,7897.1,7897.7,0
2022-09-02 13:45:00,7898.1,7919.35,7896.2,7918.0,0
2022-09-02 14:15:00,7917.95,7918.95,7892.6,7893.75,0
2022-09-02 14:45:00,7893.95,7893.95,7870.75,7877.05,0
2022-09-02 15:15:00,7877.0,7879.7,7862.75,7864.85,0
2022-09-05 09:15:00,7866.25,7876.6,7826.05,7857.45,0
2022-09-05 09:45:00,7857.9,7883.1,7855.75,7877.65,0
2022-09-05 10:15:00,7878.35,7888.55,7877.85,7883.8,0
2022-09-05 10:45:00,7884.45,7885.7,7872.75,7879.25,0
2022-09-05 11:15:00,7878.85,7879.45,7869.9,7870.55,0
2022-09-05 11:45:00,7869.9,7875.4,7867.8,7874.55,0
2022-09-05 12:15:00,7874.55,7885.9,7871.45,7883.95,0
2022-09-05 12:45:00,7883.5,7890.65,7880.05,7886.0,0
2022-09-05 13:15:00,7885.7,7891.35,7876.45,7885.05,0
2022-09-05 13:45:00,7885.0,7901.25,7883.85,7899.15,0
2022-09-05 14:15:00,7899.35,7910.45,7893.2,7904.9,0
2022-09-05 14:45:00,7904.7,7905.6,7893.3,7900.95,0
2022-09-05 15:15:00,7900.85,7911.0,7899.95,7902.05,0
2022-09-06 09:15:00,7917.4,7954.35,7917.4,7944.2,0
2022-09-06 09:45:00,7944.45,7951.2,7928.25,7931.8,0
2022-09-06 10:15:00,7932.0,7937.3,7919.3,7922.4,0
2022-09-06 10:45:00,7922.3,7930.85,7917.6,7930.85,0
2022-09-06 11:15:00,7930.8,7932.05,7915.65,7921.9,0
2022-09-06 11:45:00,7921.9,7930.9,7921.05,7930.25,0
2022-09-06 12:15:00,7930.4,7933.0,7926.7,7930.05,0
2022-09-06 12:45:00,7930.1,7935.45,7927.15,7932.0,0
2022-09-06 13:15:00,7931.8,7943.3,7927.25,7942.2,0
2022-09-06 13:45:00,7942.4,7954.45,7937.55,7954.25,0
2022-09-06 14:15:00,7954.6,7957.65,7936.2,7936.5,0
2022-09-06 14:45:00,7936.9,7952.1,7935.25,7945.85,0
2022-09-06 15:15:00,7945.35,7948.9,7935.95,7943.6,0
2022-09-07 09:15:00,7905.35,7962.95,7905.35,7949.95,0
2022-09-07 09:45:00,7950.1,7960.8,7944.55,7957.1,0
2022-09-07 10:15:00,7956.5,7958.65,7951.45,7955.05,0
2022-09-07 10:45:00,7955.5,7957.4,7941.35,7945.85,0
2022-09-07 11:15:00,7945.6,7959.8,7942.0,7954.9,0
2022-09-07 11:45:00,7954.9,7961.0,7952.05,7955.0,0
2022-09-07 12:15:00,7954.9,7960.75,7945.35,7946.75,0
2022-09-07 12:45:00,7946.55,7954.8,7938.15,7953.85,0
2022-09-07 13:15:00,7953.3,7969.3,7950.5,7966.9,0
2022-09-07 13:45:00,7967.35,7998.45,7957.7,7992.8,0
2022-09-07 14:15:00,7993.0,8013.55,7991.95,8008.65,0
2022-09-07 14:45:00,8009.1,8015.15,7998.8,8000.0,0
2022-09-07 15:15:00,7999.65,8003.35,7991.6,7997.15,0
2022-09-08 09:15:00,8052.6,8055.4,8025.6,8034.05,0
2022-09-08 09:45:00,8034.6,8043.35,8028.15,8035.5,0
2022-09-08 10:15:00,8034.85,8044.4,8027.95,8032.75,0
2022-09-08 10:45:00,8033.05,8033.55,8017.3,8018.4,0
2022-09-08 11:15:00,8018.6,8018.6,8003.9,8005.8,0
2022-09-08 11:45:00,8005.8,8010.2,8002.0,8009.9,0
2022-09-08 12:15:00,8009.9,8010.5,7998.0,7998.9,0
2022-09-08 12:45:00,7999.1,8000.9,7978.45,7986.4,0
2022-09-08 13:15:00,7986.2,8006.1,7985.95,8004.45,0
2022-09-08 13:45:00,8004.25,8008.5,7997.45,8002.15,0
2022-09-08 14:15:00,8002.15,8011.65,7998.1,8008.0,0
2022-09-08 14:45:00,8008.05,8026.35,8007.2,8016.8,0
