SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
700027,AAMCOL TL PR,Delisted,B,100.00,NA,,AAMTOPR,Preference Shares,https://www.bseindia.com/stock-share-price/-/aamcol-tl-pr/700027/,JAINEX AAMCOL LTD.,
700029,ICICI CRP P5,Delisted,B,10.00,INE005A04072,,ICIP5,Preference Shares,https://www.bseindia.com/stock-share-price/-/icici-crp-p5/700029/,ICICI Ltd.,
700030,ICICI CRP P6,Delisted,B,10.00,NA,,ICICPR6,Preference Shares,https://www.bseindia.com/stock-share-price/-/icici-crp-p6/700030/,ICICI Ltd.,
700031,ICICI CRP P7,Delisted,B,10.00,NA,,ICICPR7,Preference Shares,https://www.bseindia.com/stock-share-price/-/icici-crp-p7/700031/,ICICI Ltd.,
700032,ICICI CRP P8,Delisted,B,10.00,NA,,ICICPR8,Preference Shares,https://www.bseindia.com/stock-share-price/-/icici-crp-p8/700032/,ICICI Ltd.,
700033,ICICI CRP P9,Delisted,B,10.00,INE005A04106,,ICIP9,Preference Shares,https://www.bseindia.com/stock-share-price/-/icici-crp-p9/700033/,ICICI Ltd.,
700034,ICIC CRP P10,Delisted,B,10.00,INE005A04114,,ICIPT,Preference Shares,https://www.bseindia.com/stock-share-price/-/icic-crp-p10/700034/,ICICI Ltd.,
700035,ICIC CRP P11,Delisted,B,10.00,NA,,ICICRPE,Preference Shares,https://www.bseindia.com/stock-share-price/-/icic-crp-p11/700035/,ICICI Ltd.,
700036,ICIC CRP P12,Delisted,B,10.00,NA,,ICICTWL,Preference Shares,https://www.bseindia.com/stock-share-price/-/icic-crp-p12/700036/,ICICI Ltd.,
700037,ICIC CRP P13,Delisted,B,10.00,NA,,ICICRTH,Preference Shares,https://www.bseindia.com/stock-share-price/-/icic-crp-p13/700037/,ICICI Ltd.,
700038,ICIC CRP P14,Delisted,B,10.00,NA,,ICICRPF,Preference Shares,https://www.bseindia.com/stock-share-price/-/icic-crp-p14/700038/,ICICI Ltd.,
700039,Shriram Bearings Ltd,Delisted,P,10.00,NA,,SHBEARI,Preference Shares,https://www.bseindia.com/stock-share-price/shriram-bearings-ltd/shbeari/700039/,"Shriram Bearings Ltd.,",
700040,SAKTI SUGARS,Delisted,B,100.00,NA,,SAKTSUG,Preference Shares,https://www.bseindia.com/stock-share-price/-/sakti-sugars/700040/,Sakthi Sugars Ltd.,
700041,BINNYLIMITED,Delisted,B,10.00,NA,,BINYLTD,Preference Shares,https://www.bseindia.com/stock-share-price/-/binnylimited/700041/,"Binny Ltd.,",
700042,MIRCH TECHNL,Delisted,B,100.00,,,MIRCHTECHNO,Preference Shares,https://www.bseindia.com/stock-share-price/-/mirch-technl/700042/,HARSHIL AGROTECH LIMITED,
700043,Swastik Rubber Products Ltd,Delisted,P,10.00,NA,,SWRUBER,Preference Shares,https://www.bseindia.com/stock-share-price/swastik-rubber-products-ltd/swruber/700043/,Swastik Rubber Products Ltd.,
700044,Swastik Rubber Products Ltd,Delisted,P,10.00,NA,,SWSTRUB,Preference Shares,https://www.bseindia.com/stock-share-price/swastik-rubber-products-ltd/swstrub/700044/,Swastik Rubber Products Ltd.,
700045,TATACONSTRUS,Delisted,B,100.00,NA,,TATACNS,Preference Shares,https://www.bseindia.com/stock-share-price/-/tataconstrus/700045/,Tata Construction & Projects ltd.,
700046,PANYAM CEMNT,Delisted,B,100.00,NA,,PNYAMCM,Preference Shares,https://www.bseindia.com/stock-share-price/-/panyam-cemnt/700046/,Panyam Cements & Mineral Inds. Ltd.,
700047,ORIENT ABRES,Delisted,B,100.00,NA,,ORENTAB,Preference Shares,https://www.bseindia.com/stock-share-price/-/orient-abres/700047/,ORIENT CERATECH LIMITED,
700048,Swastik Surfactants Ltd,Delisted,P,100.00,NA,,SWSURFC,Preference Shares,https://www.bseindia.com/stock-share-price/swastik-surfactants-ltd/swsurfc/700048/,"Swastik Surfactants Ltd.,",
700049,Uniworth Textiles Ltd,Suspended,P,30.00,,,FABWRT,Preference Shares,https://www.bseindia.com/stock-share-price/uniworth-textiles-ltd/fabwrt/700049/,Uniworth Textiles Ltd.,
700050,MAHESHWARI M,Delisted,B,80.00,NA,,MAHESWR,Preference Shares,https://www.bseindia.com/stock-share-price/-/maheshwari-m/700050/,"Maheshwari Mills Ltd.,",
700051,MANGLORCHFRT,Delisted,B,100.00,NA,,MCHFERT,Preference Shares,https://www.bseindia.com/stock-share-price/-/manglorchfrt/700051/,Mangalore Chemicals & Fertilisers L,
700052,MANGLORCHFRT,Delisted,B,100.00,NA,,MCFRTS,Preference Shares,https://www.bseindia.com/stock-share-price/-/manglorchfrt/700052/,Mangalore Chemicals & Fertilisers L,
700053,CITRICINDIA,Delisted,B,100.00,NA,,CITRIC,Preference Shares,https://www.bseindia.com/stock-share-price/-/citricindia/700053/,"Citric India Ltd.,",
700054,J K INVESTO,Delisted,B,100.00,,,JKINVESTODM,Preference Shares,https://www.bseindia.com/stock-share-price/-/j-k-investo/700054/,J.K.Investo Trade (India) Ltd.,
700055,DERCO COLING,Delisted,B,100.00,NA,,DERCOOL,Preference Shares,https://www.bseindia.com/stock-share-price/-/derco-coling/700055/,"Derco Cooling Coils Ltd.,",
700057,KIRTINVEST,Delisted,B,10.00,NA,,KIRTINV,Preference Shares,https://www.bseindia.com/stock-share-price/-/kirtinvest/700057/,"Kirti Investments Ltd.,",
700058,NAV BHARAT,Delisted,B,100.00,NA,,NAVBHARDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/nav-bharat/700058/,NAVA LIMITED,
700059,MEDI CORPTEK,Delisted,B,100.00,NA,,MEDICRTDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/medi-corptek/700059/,Medicorp Technologies India Ltd.,
700060,APAR IND,Delisted,B,4.00,INE372A04019,,APARI,Preference Shares,https://www.bseindia.com/stock-share-price/-/apar-ind/700060/,Apar Industries Ltd,
700066,Sri Malini Spinning Mills Ltd,Delisted,P,10.00,NA,,SRIMSPG,Preference Shares,https://www.bseindia.com/stock-share-price/sri-malini-spinning-mills-ltd/srimspg/700066/,"Sri Malini Spinning Mills Ltd.,",
700067,MANTRI HOUSI,Delisted,B,10.00,NA,,MANTHCO,Preference Shares,https://www.bseindia.com/stock-share-price/-/mantri-housi/700067/,Global Infrastructure & Technologies Ltd.,
700068,MANTRI HOUSI,Delisted,B,10.00,NA,,MANTRHS,Preference Shares,https://www.bseindia.com/stock-share-price/-/mantri-housi/700068/,Global Infrastructure & Technologies Ltd.,
700069,GREAT EASCOL,Delisted,B,10.00,INE017A04010,,GRESCDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/great-eascol/700069/,"Great Eastern Shipping Co. Ltd.,",
700070,GREAT EASTCO,Delisted,B,10.00,INE017A04028,,GRAESDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/great-eastco/700070/,"Great Eastern Shipping Co. Ltd.,",
700071,GREAT ESTCOL,Delisted,B,10.00,INE017A04036,,GESPCDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/great-estcol/700071/,"Great Eastern Shipping Co. Ltd.,",
700072,GREAT ESIPCO,Delisted,B,10.00,INE017A04044,,GRESHDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/great-esipco/700072/,"Great Eastern Shipping Co. Ltd.,",
700073,UNI ABEX ALO,Delisted,B,100.00,,,UNIABEX,Preference Shares,https://www.bseindia.com/stock-share-price/-/uni-abex-alo/700073/,"Uni-Abex Alloy Products Ltd.,",
700074,KDL BIOTECHL,Delisted,B,100.00,,,KDLBIOL,Preference Shares,https://www.bseindia.com/stock-share-price/-/kdl-biotechl/700074/,KDL Biotech Ltd.,
700075,GREAT ESHCOL,Delisted,B,10.00,INE017A04051,,GRATEAC,Preference Shares,https://www.bseindia.com/stock-share-price/-/great-eshcol/700075/,"Great Eastern Shipping Co. Ltd.,",
700076,GREAT EASTCL,Delisted,B,10.00,INE017A04069,,GREATESTC,Preference Shares,https://www.bseindia.com/stock-share-price/-/great-eastcl/700076/,"Great Eastern Shipping Co. Ltd.,",
700077,GLENMRK CRP,Delisted,B,100.00,INE935A04013,,GLENCRPC,Preference Shares,https://www.bseindia.com/stock-share-price/-/glenmrk-crp/700077/,Glenmark Pharmaceuticals ltd,
700078,MARICO INDUS,Delisted,B,10.00,INE196A04012,,MARICOCRP,Preference Shares,https://www.bseindia.com/stock-share-price/-/marico-indus/700078/,Marico Limited,
700079,SUN PHARMA,Delisted,B,1.00,INE044A04014,,SUNPHCRP,Preference Shares,https://www.bseindia.com/stock-share-price/-/sun-pharma/700079/,Sun Pharmaceutical Industries Ltd.,
700080,ASH LEYL FIN,Delisted,B,100.00,INE251A04023,,ASHOKLEFCRP,Preference Shares,https://www.bseindia.com/stock-share-price/-/ash-leyl-fin/700080/,"Ashok Leyland Finance Ltd.,",
700081,MAHARSH SEAM,Delisted,B,10.00,INE271B03013,,MAHASEAMCRP,Preference Shares,https://www.bseindia.com/stock-share-price/-/maharsh-seam/700081/,Maharashtra Seamless Ltd.,
700083,JAYAN AG OG,Delisted,B,5.00,INE785A04012,,JAYAGCRP,Preference Shares,https://www.bseindia.com/stock-share-price/-/jayan-ag-og/700083/,Jayant Agro-Organics Limited.,
700084,THERMAX,Delisted,B,10.00,INE152A04015,,THRPRE,Preference Shares,https://www.bseindia.com/stock-share-price/-/thermax/700084/,Thermax Ltd.,
700086,UNITEDPHOCRP,Delisted,B,10.00,INE628A04014,,UNITEDPHCRP,Preference Shares,https://www.bseindia.com/stock-share-price/-/unitedphocrp/700086/,UPL Limited,
700089,ARROW PS,Delisted,B,10.00,INE397A04016,,ARROWPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/arrow-ps/700089/,Arrow Webtex Ltd.,
700090,ESTER CRPS,Delisted,B,50.00,,,ESTERCRPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/ester-crps/700090/,"Ester Industries Ltd.,",
700092,ASAHI CRPD,Delisted,B,10.00,INE439A04016,,ASAHIPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/asahi-crpd/700092/,Asahi India Glass Ltd.,
700093,ALOK 10%CRPS,Delisted,B,10.00,INE270A04023,,ALOKCRPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/alok-10crps/700093/,Alok Industries Ltd.,
700094,NICHOLAS CRP,Delisted,B,100.00,INE140A04036,,NICHOLASPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/nicholas-crp/700094/,Piramal Enterprises Limited,
700095,NICHO CRPS,Delisted,B,10.00,INE140A04028,,NICHOPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/nicho-crps/700095/,Piramal Enterprises Limited,
700096,FERROALL CRP,Delisted,B,100.00,INE912A04012,,FEROALCRP,Preference Shares,https://www.bseindia.com/stock-share-price/-/ferroall-crp/700096/,"Ferro Alloys Corporation Ltd.,",
700097,MERCALIN CRP,Delisted,B,100.00,INE934B04014,,MERCATORCRP,Preference Shares,https://www.bseindia.com/stock-share-price/-/mercalin-crp/700097/,Mercator Limited,
700098,ESSAR ST PS,Delisted,B,10.00,INE127A04017,,ESSARSTPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/essar-st-ps/700098/,Essar Steel Ltd,
700100,FACOR ALL PS,Delisted,B,100.00,INE828G04017,,FACORALLPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/facor-all-ps/700100/,FACOR Alloys Limited,
700101,FACOR STE PS,Delisted,B,100.00,INE829G04015,,FACORSTEPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/facor-ste-ps/700101/,FACOR Steels Limited,
700106,MARKS PRFSH,Delisted,B,100.00,INE750C04012,,MARKSANPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/marks-prfsh/700106/,Marksans Pharma Ltd.,
700114,MAHIND CRPS,Delisted,B,31.00,INE536H04014,,MASLCRPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/mahind-crps/700114/,CIE Automotive India Limited,
700118,THOMS RPSA,Delisted,B,10.00,INE332A04013,,THOMASPSA,Preference Shares,https://www.bseindia.com/stock-share-price/-/thoms-rpsa/700118/,"Thomas Cook (India) Ltd.,",
700123,AMRITBNPS,Delisted,B,10.00,INE221G04015,,AMRITBNPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/amritbnps/700123/,AMRIT BANASPATI COMPANY LTD,
710010,PRUDENTIALSG,Delisted,B,50.00,NA,,PRUCORPDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/prudentialsg/710010/,Prudential Sugar Corporation Ltd,
710012,Shentracon Chemicals Ltd,Suspended,P,50.00,NA,,$SHENTCH,Preference Shares,https://www.bseindia.com/stock-share-price/shentracon-chemicals-ltd/$shentch/710012/,Shentracon Chemicals Ltd.,
710013,PRECI CONTNR,Delisted,B,10.00,NA,,$PRECICT,Preference Shares,https://www.bseindia.com/stock-share-price/-/preci-contnr/710013/,Precision Containeurs Limited.,
710015,CLASS FILAME,Delisted,B,100.00,NA,,CLFMENT,Preference Shares,https://www.bseindia.com/stock-share-price/-/class-filame/710015/,Classic Filaments ltd.,
710016,SREI INTERNA,Delisted,B,100.00,NA,,SREINFN,Preference Shares,https://www.bseindia.com/stock-share-price/-/srei-interna/710016/,SREI Infrastructure Finance limited,
710017,SREI INTERNATIONAL FINANCE,Delisted,B,75.00,NA,,SRINFIN,Preference Shares,https://www.bseindia.com/stock-share-price/-/srei-international-finance/710017/,SREI Infrastructure Finance limited,
710020,SCHLAFHORST,Delisted,B,0.00,NA,,SCHLENG,Preference Shares,https://www.bseindia.com/stock-share-price/-/schlafhorst/710020/,Integra Engineering India Ltd.,
710022,GULF OIL IND,Delisted,B,0.00,NA,,GULOILI,Preference Shares,https://www.bseindia.com/stock-share-price/-/gulf-oil-ind/710022/,Gulf Oil India Ltd,
710023,Parasrampuria Synthetics Ltd,Delisted,P,75.00,NA,,PRSYNLT,Preference Shares,https://www.bseindia.com/stock-share-price/parasrampuria-synthetics-ltd/prsynlt/710023/,"Parasrampuria Synthetics Ltd.,",
710024,Credential Finance Ltd,Delisted,P,100.00,NA,,CRDFINL,Preference Shares,https://www.bseindia.com/stock-share-price/credential-finance-ltd/crdfinl/710024/,Credential Finance Ltd,
710025,Balaji Hotels And Enterprises Ltd,Delisted,P,80.00,NA,,BALJHOT,Preference Shares,https://www.bseindia.com/stock-share-price/balaji-hotels-and-enterprises-ltd/baljhot/710025/,Balaji Hotels And Enterprises Ltd.,
710027,S. Kumars Nationwide Ltd,Delisted,P,100.00,NA,,SKUMSNF,Preference Shares,https://www.bseindia.com/stock-share-price/s-kumars-nationwide-ltd/skumsnf/710027/,S.Kumars Nationwide Ltd.,
710031,NAG AGR CCPS,Delisted,B,10.00,NA,,NAGCCPSDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/nag-agr-ccps/710031/,NACL Industries Limited,
710034,SH RAM ASMGT,Delisted,B,100.00,NA,,SRAMASM,Preference Shares,https://www.bseindia.com/stock-share-price/-/sh-ram-asmgt/710034/,Shriram Asset Management Co.Ltd.,
710035,MANGALAMCEME,Delisted,B,10.00,NA,,MANGALP,Preference Shares,https://www.bseindia.com/stock-share-price/-/mangalamceme/710035/,"Mangalam Cement Ltd.,",
710036,TATAFINANCE,Delisted,B,100.00,NA,,TAFINANDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/tatafinance/710036/,Tata Finance Ltd,
710037,MANTRI HOUSI,Delisted,B,10.00,NA,,MANTHSG,Preference Shares,https://www.bseindia.com/stock-share-price/-/mantri-housi/710037/,Global Infrastructure & Technologies Ltd.,
710038,KDL Biotech Ltd,Delisted,P,100.00,NA,,KOPDRLT,Preference Shares,https://www.bseindia.com/stock-share-price/kdl-biotech-ltd/kopdrlt/710038/,KDL Biotech Ltd.,
710039,ASH LEYL FIN,Delisted,B,50.00,INE251A04015,,ASLEFDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/ash-leyl-fin/710039/,"Ashok Leyland Finance Ltd.,",
710040,MAHARASH SEAM,Delisted,B,10.00,,,MAHASEADM,Preference Shares,https://www.bseindia.com/stock-share-price/-/maharash-seam/710040/,Maharashtra Seamless Ltd.,
710041,TATA FINANCE,Delisted,B,100.00,INE265A04015,,TATFINCDM,Preference Shares,https://www.bseindia.com/stock-share-price/-/tata-finance/710041/,Tata Finance Ltd,
710042,FLEXOFILM PS,Delisted,B,100000.00,,,FLEXOOCPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/flexofilm-ps/710042/,Jhaveri Flexo India Limited,
710043,UNITED BREWE,Delisted,B,100.00,INE686F03013,,UBROCPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/united-brewe/710043/,United Breweries Ltd.,
710044,PI DRUGS PS,Delisted,B,10.00,INE807F03015,,PIDRUGOCPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/pi-drugs-ps/710044/,Sequent Scientific Limited,
710050,NETW18PCCPS,Delisted,B,200.00,IN9870H03017,,NETW18PCCPS,Preference Shares,https://www.bseindia.com/stock-share-price/-/netw18pccps/710050/,Network 18 Media & Investments Limited,
710051,TRENTCCCPSA,Delisted,B,10.00,INE849A03018,,TRENTCCCPSA,Preference Shares,https://www.bseindia.com/stock-share-price/-/trentcccpsa/710051/,Trent Ltd [Lakme Ltd],
710052,TRENTCCCPSB,Delisted,B,10.00,INE849A03026,,TRENTCCCPSB,Preference Shares,https://www.bseindia.com/stock-share-price/-/trentcccpsb/710052/,Trent Ltd [Lakme Ltd],
750255,TATA INV COR,Delisted,R,0.00,,,TAINCOR,,https://www.bseindia.com/stock-share-price/-/tata-inv-cor/750255/,"Tata Investment Corporation Ltd.,",
750256,SQL STAR INT,Delisted,R,0.00,,,SQLSRIN,,https://www.bseindia.com/stock-share-price/-/sql-star-int/750256/,SQL Star International Ltd,
750257,JIK INDUSTRI,Delisted,R,0.00,,,JIKINDU,,https://www.bseindia.com/stock-share-price/-/jik-industri/750257/,JIK Industries Ltd,
750280,HITACHI HOME,Delisted,B,0.00,,,HITACHI,,https://www.bseindia.com/stock-share-price/-/hitachi-home/750280/,Johnson Controls-Hitachi Air Conditioning India Ltd.,
750281,SANGAM INDIA,Delisted,B,0.00,,,SANGIR,,https://www.bseindia.com/stock-share-price/-/sangam-india/750281/,Sangam (India) Ltd,
750282,ALEMBIC LTD,Delisted,B,0.00,,,ALEMBR,,https://www.bseindia.com/stock-share-price/-/alembic-ltd/750282/,Alembic  Ltd,
750283,SAINT-GOBAIN,Delisted,B,0.00,,,SAINTR,,https://www.bseindia.com/stock-share-price/-/saint-gobain/750283/,Saint-Gobain Sekurit India Ltd.,
750284,DECCAN GOLD,Delisted,B,0.00,,,DGOLDR,,https://www.bseindia.com/stock-share-price/-/deccan-gold/750284/,Deccan Gold Mines Ltd.,
750285,TEL DATA IN,Delisted,B,10.00,,,TELDATAR,,https://www.bseindia.com/stock-share-price/-/tel-data-in/750285/,Tele Data Informatics Ltd.,
750286,MUKAND,Delisted,B,5.00,,,MUKANDR,,https://www.bseindia.com/stock-share-price/-/mukand/750286/,"Mukand Ltd.,",
750287,SPICE NET,Delisted,B,5.00,,,SPICENETR,,https://www.bseindia.com/stock-share-price/-/spice-net/750287/,DIGISPICE TECHNOLOGIES LIMITED,
750309,VARUN SHIPNG,Delisted,R,0.00,,,VARUNSHIPLR,,https://www.bseindia.com/stock-share-price/-/varun-shipng/750309/,"Varun Shipping Co. Ltd.,",
750310,SCHENECTADY,Delisted,R,0.05,,,SCHENHELR,,https://www.bseindia.com/stock-share-price/-/schenectady/750310/,SI Group - India Limited,
750312,NEEMTEK ORGA,Delisted,R,0.05,,,NEEMTEKLR,,https://www.bseindia.com/stock-share-price/-/neemtek-orga/750312/,United Interactive Limited,
750313,DEWAN HOU FI,Delisted,R,0.05,,,DEWANHLR,,https://www.bseindia.com/stock-share-price/-/dewan-hou-fi/750313/,"Dewan Housing Finance Corpn. Ltd.,",
750314,KAIRA CAN CO,Delisted,R,0.05,,,KAIRALR,,https://www.bseindia.com/stock-share-price/-/kaira-can-co/750314/,"Kaira Can Co. Ltd.,",
750315,KARNATAKA B,Delisted,R,0.05,,,KTKBAKLR,,https://www.bseindia.com/stock-share-price/-/karnataka-b/750315/,The Karnataka Bank Ltd.,
750316,SHALIMARPRD,Delisted,R,0.05,,,SHALPRDLR,,https://www.bseindia.com/stock-share-price/-/shalimarprd/750316/,Shalimar Productions Ltd.,
750317,ING VYSYA BK,Delisted,R,0.05,,,INGVYSYALR,,https://www.bseindia.com/stock-share-price/-/ing-vysya-bk/750317/,ING Vysya Bank Ltd.,
750318,SIRPUR PAP,Delisted,R,0.05,,,SIRPURLR,,https://www.bseindia.com/stock-share-price/-/sirpur-pap/750318/,"Sirpur Paper Mills Ltd.,",
750319,SAREGAMA IND,Delisted,R,0.05,,,SAREGAMALR,,https://www.bseindia.com/stock-share-price/-/saregama-ind/750319/,Saregama India Ltd.,
750320,SOUTH IRN ST,Delisted,R,0.05,,,SOUTHIRLR,,https://www.bseindia.com/stock-share-price/-/south-irn-st/750320/,Southern Iron & Steel Company Ltd.,
750321,BAL PHARMA,Delisted,R,0.05,,,BALPHLR,,https://www.bseindia.com/stock-share-price/-/bal-pharma/750321/,Bal Pharma Ltd.,
750322,OUDHSUGARLR,Delisted,R,0.05,,,OUDHLR,,https://www.bseindia.com/stock-share-price/-/oudhsugarlr/750322/,"Oudh Sugar Mills Ltd.,",
750323,BATAINDLR,Delisted,R,0.05,,,BATALR,,https://www.bseindia.com/stock-share-price/-/bataindlr/750323/,Bata India Limited,
750324,TRENT LR,Delisted,R,0.05,,,TRENTLR,,https://www.bseindia.com/stock-share-price/-/trent-lr/750324/,Trent Ltd [Lakme Ltd],
750325,JMCPROJETCLR,Delisted,R,0.05,,,JMCPROJLR,,https://www.bseindia.com/stock-share-price/-/jmcprojetclr/750325/,JMC Projects (india) Ltd.,
750326,ENNOREFOULR,Delisted,R,0.05,,,ENNOREFOULR,,https://www.bseindia.com/stock-share-price/-/ennorefoulr/750326/,Hinduja Foundries Ltd,
750327,APPAPERLR,Delisted,R,0.05,,,APPAPERLR,,https://www.bseindia.com/stock-share-price/-/appaperlr/750327/,ANDHRA PAPER LIMITED,
750328,GATILR,Delisted,R,0.05,,,GATILR,,https://www.bseindia.com/stock-share-price/-/gatilr/750328/,ALLCARGO GATI LIMITED,
750329,NICPIRAMALLR,Delisted,R,0.05,,,NICPIRMALLR,,https://www.bseindia.com/stock-share-price/-/nicpiramallr/750329/,Piramal Enterprises Limited,
750330,GVFILMSLR,Delisted,R,0.05,,,GVFILMSLR,,https://www.bseindia.com/stock-share-price/-/gvfilmslr/750330/,"G.V. Films  Ltd.,",
750331,COMFORINTLR,Delisted,R,0.05,,,COMFINTELR,,https://www.bseindia.com/stock-share-price/-/comforintlr/750331/,Comfort Intech Ltd,
750332,TILAKINDLR,Delisted,R,0.05,,,TILAKINDLR,,https://www.bseindia.com/stock-share-price/-/tilakindlr/750332/,Tilaknagar Industries Ltd,
750333,COLORCHIPSLR,Delisted,R,0.05,,,COLORCHLR,,https://www.bseindia.com/stock-share-price/-/colorchipslr/750333/,Adroit Infotech Limited,
750334,SIMBALSLR,Delisted,R,0.05,,,SIMBALSLR,,https://www.bseindia.com/stock-share-price/-/simbalslr/750334/,"Simbhaoli Sugars  Ltd.,",
750335,SOBTLR,Delisted,R,0.05,,,SOBTLR,,https://www.bseindia.com/stock-share-price/-/sobtlr/750335/,Southern Online Bio Technologies Ltd.,
750336,CENTEXTRLR,Delisted,R,0.05,,,CENTEXTRLR,,https://www.bseindia.com/stock-share-price/-/centextrlr/750336/,"Century Extrusions Ltd.,",
750337,SHPRECOATLR,Delisted,R,0.05,,,SHPRECOATLR,,https://www.bseindia.com/stock-share-price/-/shprecoatlr/750337/,Ajmera Realty & Infra India Limited,
750338,LAKSHMIPRLR,Delisted,R,0.05,,,LAKSHMIPRLR,,https://www.bseindia.com/stock-share-price/-/lakshmiprlr/750338/,"Lakshmi Precision Screws Ltd.,",
750339,APWPRESLR,Delisted,R,0.05,,,APWPRESLR,,https://www.bseindia.com/stock-share-price/-/apwpreslr/750339/,Schneider Electric President Systems Limited,
750340,HINDALCOLR,Delisted,R,0.05,,,HINDALCOLR,,https://www.bseindia.com/stock-share-price/-/hindalcolr/750340/,Hindalco Industries Ltd.,
750341,RAMCOSYSLR,Delisted,R,0.05,,,RAMCOSYSLR,,https://www.bseindia.com/stock-share-price/-/ramcosyslr/750341/,Ramco Systems Ltd,
750342,DOLPHINMEDLR,Delisted,R,0.05,,,DOLPHINMELR,,https://www.bseindia.com/stock-share-price/-/dolphinmedlr/750342/,Dolphin Medical Services Ltd.,
750343,PRIYASPINLR,Delisted,R,0.05,,,PRIYADSPLR,,https://www.bseindia.com/stock-share-price/-/priyaspinlr/750343/,Priyadarshini Spinning Mills Ltd.,
750344,PANTARETLR,Delisted,R,0.05,,,PANTARETLR,,https://www.bseindia.com/stock-share-price/-/pantaretlr/750344/,Future Enterprises Limited,
750345,CEATLR,Delisted,R,0.05,,,CEATLR,,https://www.bseindia.com/stock-share-price/-/ceatlr/750345/,"Ceat Ltd.,",
750346,AGRODUTCHLR,Delisted,R,0.05,,,AGRODUTCLR,,https://www.bseindia.com/stock-share-price/-/agrodutchlr/750346/,Agro Dutch Industries Ltd.,
750347,BGWTATOLR,Delisted,R,0.05,,,BGWTATOLR,,https://www.bseindia.com/stock-share-price/-/bgwtatolr/750347/,Bhagwati Autocast Limited,
750348,UNITWESBKLR,Delisted,R,0.05,,,UNITWESBKLR,,https://www.bseindia.com/stock-share-price/-/unitwesbklr/750348/,United Western Bank Ltd,
750349,KILBURNENGLR,Delisted,R,0.05,,,KLBRENGLR,,https://www.bseindia.com/stock-share-price/-/kilburnenglr/750349/,Kilburn Engineering Ltd,
750350,DEEPAKNITLR,Delisted,R,0.05,,,DEEPAKNITLR,,https://www.bseindia.com/stock-share-price/-/deepaknitlr/750350/,Deepak Nitrite Limited,
750351,NCLINDLR,Delisted,R,0.05,,,NCLINDLR,,https://www.bseindia.com/stock-share-price/-/nclindlr/750351/,"NCL Industries Limited,",
750352,TITANLR,Delisted,R,0.05,,,TITANLR,,https://www.bseindia.com/stock-share-price/-/titanlr/750352/,Titan Company Limited,
750353,DSKULKARLR,Delisted,R,0.05,,,DSKULKARLR,,https://www.bseindia.com/stock-share-price/-/dskulkarlr/750353/,D.S.Kulkarni Developers Ltd,
750355,MOHITINDLR,Delisted,R,0.05,,,MOHITINDLR,,https://www.bseindia.com/stock-share-price/-/mohitindlr/750355/,Mohit Industries Limited,
750356,SHBHAWLR,Delisted,R,0.05,,,SHBHAWLR,,https://www.bseindia.com/stock-share-price/-/shbhawlr/750356/,"Shree Bhawani Paper Mills Ltd.,",
750357,GOACARBLR,Delisted,R,0.05,,,GOACARBLR,,https://www.bseindia.com/stock-share-price/-/goacarblr/750357/,"Goa Carbon Ltd.,",
750358,CALIFORLR,Delisted,R,0.05,,,CALIFORLR,,https://www.bseindia.com/stock-share-price/-/califorlr/750358/,California Software Co. Ltd.,
750359,KAYCEELR,Delisted,R,0.05,,,KAYCEELR,,https://www.bseindia.com/stock-share-price/-/kayceelr/750359/,"Kaycee Industries Ltd.,",
750360,DIGVIJAYLR,Delisted,R,0.05,,,DIGVIJAYLR,,https://www.bseindia.com/stock-share-price/-/digvijaylr/750360/,"Shree Digvijay Cement Co. Ltd.,",
750361,Vama Industries Ltd,Delisted,R,0.05,,,VAMAINDLR,,https://www.bseindia.com/stock-share-price/vama-industries-ltd/vamaindlr/750361/,Vama Industries Limited,
750362,BHGEARSLR,Delisted,R,0.05,,,BHGEARSLR,,https://www.bseindia.com/stock-share-price/-/bhgearslr/750362/,"Bharat Gears Ltd.,",
