SCRIP_CD,Scrip_Name,Status,GROUP,FACE_VALUE,ISIN_NUMBER,INDUSTRY,scrip_id,Segment,NSURL,Issuer_Name,Mktcap
500002,ABB India Limited,Active,A,2.00,INE117A01022,Heavy Electrical Equipment,ABB,Equity,https://www.bseindia.com/stock-share-price/abb-india-limited/abb/500002/,ABB India Limited,103411.29
500003,AEGIS LOGISTICS LTD.,Active,A,1.00,INE208C01025,Trading - Gas,AEGISLOG,Equity,https://www.bseindia.com/stock-share-price/aegis-logistics-ltd/aegislog/500003/,Aegis Logistics Ltd.,12867.66
500004,TORRENT POWER AEC LTD.,Delisted,B,10.00,INE424A01014,,TPAEC,Equity,https://www.bseindia.com/stock-share-price/torrent-power-aec-ltd/tpaec/500004/,Torrent Power AEC Limited,0.00
500005,AKAR LAMINATORS LTD.,Delisted,XD,10.00,INE984C01013,,AKARLAMIN,Equity,https://www.bseindia.com/stock-share-price/akar-laminators-ltd/akarlamin/500005/,"Akar Laminators Ltd.,",1.46
500006,ALPHA DRUG INDIA LTD.,Delisted,B,10.00,INE256B01026,,ALPHADR,Equity,https://www.bseindia.com/stock-share-price/alpha-drug-india-ltd/alphadr/500006/,Alpha Drugs India Ltd,0.00
500008,Amara Raja Energy & Mobility Ltd,Active,A,1.00,INE885A01032,Auto Components & Equipments,ARE&M,Equity,https://www.bseindia.com/stock-share-price/amara-raja-energy--mobility-ltd/arem/500008/,Amara Raja Energy & Mobility Limited,13859.73
500009,AMBALAL SARABHAI ENTERPRISES LTD.,Active,XT,10.00,INE432A01017,Pharmaceuticals,AMBALALSA,Equity,https://www.bseindia.com/stock-share-price/ambalal-sarabhai-enterprises-ltd/ambalalsa/500009/,"Ambalal Sarabhai Enterprise Ltd.,",307.68
500010,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Suspended,A,2.00,INE001A01036,Housing Finance Company,HDFC,Equity,https://www.bseindia.com/stock-share-price/housing-development-finance-corpltd/hdfc/500010/,Housing Development Finance Corp.Lt,505430.17
500011,AMRUT INDUSTRIES LTD.,Delisted,Z,10.00,NA,,AMRTMIL-BDM,Equity,https://www.bseindia.com/stock-share-price/amrut-industries-ltd/amrtmil-bdm/500011/,Amrut Industries Ltd,
500012,ANDHRA PETROCHEMICALS LTD.,Active,X,10.00,INE714B01016,Commodity Chemicals,ANDHRAPET,Equity,https://www.bseindia.com/stock-share-price/andhra-petrochemicals-ltd/andhrapet/500012/,"Andhra Petrochemicals Ltd.,",875.21
500013,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Suspended,Z,5.00,INE436A01026,Residential- Commercial Projects,ANSALAPI,Equity,https://www.bseindia.com/stock-share-price/ansal-properties--infrastructure-ltd/ansalapi/500013/,Ansal Properties & Infrastructure Ltd.,165.59
500014,Utique Enterprises Ltd,Active,X,10.00,INE096A01010,Precious Metals,UTIQUE,Equity,https://www.bseindia.com/stock-share-price/utique-enterprises-ltd/utique/500014/,UTIQUE ENTERPRISES LIMITED,50.05
500015,ICICI LTD.,Delisted,B,10.00,INE005A01011,,ICICIDM,Equity,https://www.bseindia.com/stock-share-price/icici-ltd/icicidm/500015/,ICICI Ltd.,4825.95
500016,ARUNA HOTELS LTD.,Active,X,10.00,INE957C01019,Hotels & Resorts,ARUNAHTEL,Equity,https://www.bseindia.com/stock-share-price/aruna-hotels-ltd/arunahtel/500016/,Aruna Hotels Ltd.,70.17
500018,ARPOLDM,Delisted,B,10.00,INE035A01018,,ARPOLDM,Equity,https://www.bseindia.com/stock-share-price/-/arpoldm/500018/,Arvind Polycot Limited,0.00
500019,BANK OF RAJASTHAN LTD.,Delisted,B,10.00,INE320A01014,,BOR,Equity,https://www.bseindia.com/stock-share-price/bank-of-rajasthan-ltd/bor/500019/,Bank Of Rajasthan Ltd.,0.00
500020,BOMBAY DYEING & MFG.CO.LTD.,Active,A,2.00,INE032A01023,Other Textile Products,BOMDYEING,Equity,https://www.bseindia.com/stock-share-price/bombay-dyeing--mfgcoltd/bomdyeing/500020/,"Bombay Dyeing & Mfg. Co. Ltd.,",3292.17
500021,ASINCOF,Delisted,Z,10.00,NA,,ASINCOF,Equity,https://www.bseindia.com/stock-share-price/-/asincof/500021/,Asian Coffee Ltd,
500023,Asian Hotels (North) Limited,Active,T,10.00,INE363A01022,Hotels & Resorts,ASIANHOTNR,Equity,https://www.bseindia.com/stock-share-price/asian-hotels-(north)-limited/asianhotnr/500023/,Asian Hotels (North) Limited,404.53
500024,Assam Company (India) Limited,Delisted,T,1.00,INE442A01024,,ASSAMCO,Equity,https://www.bseindia.com/stock-share-price/assam-company-(india)-limited/assamco/500024/,Assam Company (India) Limited,16.73
500025,ASSAMBROOK LTD.-$,Delisted,X,10.00,INE353C01011,,ASSAMBR,Equity,https://www.bseindia.com/stock-share-price/assambrook-ltd/assambr/500025/,"Assambrook Limited,",10.11
500026,ATASH INDUSTRIES LTD.,Delisted,Z,10.00,NA,,ATSHIND,Equity,https://www.bseindia.com/stock-share-price/atash-industries-ltd/atshind/500026/,Atash Industries Ltd,
500027,ATUL LTD.,Active,A,10.00,INE100A01010,Specialty Chemicals,ATUL,Equity,https://www.bseindia.com/stock-share-price/atul-ltd/atul/500027/,"Atul Limited.,",20279.41
500028,ATV PROJECTS INDIA LTD.,Active,XT,10.00,INE447A01015,Industrial Products,ATVPR,Equity,https://www.bseindia.com/stock-share-price/atv-projects-india-ltd/atvpr/500028/,ATV Projects India Ltd,94.71
500029,AUTOLITE (INDIA) LTD.,Delisted,Z,10.00,INE448A01013,Auto Components & Equipments,AUTOLITIND,Equity,https://www.bseindia.com/stock-share-price/autolite-(india)-ltd/autolitind/500029/,"Autolite (India) Ltd.,",16.88
500030,AUTORIDERS FINANCE LTD.,Delisted,Z,10.00,INE450A01019,,AUTORIDFIN,Equity,https://www.bseindia.com/stock-share-price/autoriders-finance-ltd/autoridfin/500030/,"Autoriders Finance Ltd.,",0.58
500031,BAJAJ ELECTRICALS LTD.-$,Active,A,2.00,INE193E01025,Household Appliances,BAJAJELEC,Equity,https://www.bseindia.com/stock-share-price/bajaj-electricals-ltd/bajajelec/500031/,"Bajaj Electricals Ltd.,",12103.55
500032,Bajaj Hindusthan Sugar Limited,Active,A,1.00,INE306A01021,Sugar,BAJAJHIND,Equity,https://www.bseindia.com/stock-share-price/bajaj-hindusthan-sugar-limited/bajajhind/500032/,Bajaj Hindusthan Sugar Limited,3574.05
500033,FORCE MOTORS LTD.-$,Active,A,10.00,INE451A01017,Passenger Cars & Utility Vehicles,FORCEMOT,Equity,https://www.bseindia.com/stock-share-price/force-motors-ltd/forcemot/500033/,Force Motors Limited,4827.39
500034,Bajaj Finance Limited,Active,A,2.00,INE296A01024,Non Banking Financial Company (NBFC),BAJFINANCE,Equity,https://www.bseindia.com/stock-share-price/bajaj-finance-limited/bajfinance/500034/,Bajaj Finance Limited,477793.64
500035,BALAJI DISTILLERIES LTD.,Delisted,T,10.00,INE453A01013,,BALAJIDI,Equity,https://www.bseindia.com/stock-share-price/balaji-distilleries-ltd/balajidi/500035/,Balaji Distilleries Ltd.,0.00
500036,BALAJI INDUSTRIAL CORPORATION LTD.,Delisted,X,10.00,INE455A01018,,BALAJIIND,Equity,https://www.bseindia.com/stock-share-price/balaji-industrial-corporation-ltd/balajiind/500036/,"Balaji Industrial Corporation Ltd.,",5.89
500037,BALMER LAWRIE FREIGHT CONTAINERS LTD.,Delisted,P,10.00,,,BALMERL-B,Equity,https://www.bseindia.com/stock-share-price/balmer-lawrie-freight-containers-ltd/balmerl-b/500037/,Balmer Lawrie Freight Containers Lt,
500038,BALRAMPUR CHINI MILLS LTD.,Active,A,1.00,INE119A01028,Sugar,BALRAMCHIN,Equity,https://www.bseindia.com/stock-share-price/balrampur-chini-mills-ltd/balramchin/500038/,Balrampur Chini Mills Ltd.,7975.92
500039,BANCO PRODUCTS (INDIA) LTD.-$,Active,B,2.00,INE213C01025,Auto Components & Equipments,BANCOINDIA,Equity,https://www.bseindia.com/stock-share-price/banco-products-(india)-ltd/bancoindia/500039/,"Banco Products (India) Ltd.,",4941.94
500040,CENTURY TEXTILES & INDUSTRIES LTD.,Active,A,10.00,INE055A01016,Paper & Paper Products,CENTURYTEX,Equity,https://www.bseindia.com/stock-share-price/century-textiles--industries-ltd/centurytex/500040/,"Century Textiles & Industries Ltd.,",17247.49
500041,BANNARI AMMAN SUGARS LTD.,Active,B,10.00,INE459A01010,Sugar,BANARISUG,Equity,https://www.bseindia.com/stock-share-price/bannari-amman-sugars-ltd/banarisug/500041/,"Bannari Amman Sugars Ltd.,",3181.64
500042,BASF INDIA LTD.,Active,A,10.00,INE373A01013,Specialty Chemicals,BASF,Equity,https://www.bseindia.com/stock-share-price/basf-india-ltd/basf/500042/,BASF India Ltd,13219.43
500043,BATA INDIA LTD.,Active,A,5.00,INE176A01028,Footwear,BATAINDIA,Equity,https://www.bseindia.com/stock-share-price/bata-india-ltd/bataindia/500043/,Bata India Limited,20358.12
500044,RAYBAN SUN OPTICS INDIA LTD.,Delisted,B,10.00,INE854A01012,,RAYBAN,Equity,https://www.bseindia.com/stock-share-price/rayban-sun-optics-india-ltd/rayban/500044/,Rayban Sun Optics India Ltd.,0.00
500045,BELLARY STEELS & ALLOYS LTD.,Delisted,XT,1.00,INE166C01025,,BELLARYS,Equity,https://www.bseindia.com/stock-share-price/bellary-steels--alloys-ltd/bellarys/500045/,Bellary Steel & Alloys Ltd,43.63
500046,BEST & CROMPTON ENGG.LTD.,Delisted,Z,10.00,INE287A01015,,BECREL,Equity,https://www.bseindia.com/stock-share-price/best--crompton-enggltd/becrel/500046/,"Best & Crompton Engineering Ltd.,",42.48
500047,BETA NAPHTHOL LTD.,Delisted,Z,10.00,NA,,BETANAP,Equity,https://www.bseindia.com/stock-share-price/beta-naphthol-ltd/betanap/500047/,Beta Napthol Limited,
500048,BEML LTD.,Active,A,10.00,INE258A01016,Construction Vehicles,BEML,Equity,https://www.bseindia.com/stock-share-price/beml-ltd/beml/500048/,BEML Ltd,13155.50
500049,BHARAT ELECTRONICS LTD.,Active,A,1.00,INE263A01024,Aerospace & Defense,BEL,Equity,https://www.bseindia.com/stock-share-price/bharat-electronics-ltd/bel/500049/,"Bharat Electronics Ltd.,",135121.26
500050,BHARAT RASAYAN LTD.,Delisted,T,10.00,INE838B01013,,BHARATRA,Equity,https://www.bseindia.com/stock-share-price/bharat-rasayan-ltd/bharatra/500050/,"Bharat Rasayan Ltd.,",14.85
500051,Bhagawati Gas Limited,Delisted,Z,10.00,INE099C01010,,BHAGGAS,Equity,https://www.bseindia.com/stock-share-price/bhagawati-gas-limited/bhaggas/500051/,Bhagawati Gas Limited,0.89
500052,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,B,1.00,INE922A01025,Specialty Chemicals,BEPL,Equity,https://www.bseindia.com/stock-share-price/bhansali-engineering-polymers-ltd/bepl/500052/,"Bhansali Engineering Polymers Ltd.,",2774.77
500053,BHARAT ZINC LTD.,Delisted,Z,10.00,NA,,BHAZINC,Equity,https://www.bseindia.com/stock-share-price/bharat-zinc-ltd/bhazinc/500053/,Bharat Zinc Limited,
500054,BHRTITE-B,Delisted,Z,10.00,NA,,BHRTITE-B,Equity,https://www.bseindia.com/stock-share-price/-/bhrtite-b/500054/,Bharti Telecom Ltd.(Delisted for Takeover-21(3a)),
500055,Tata Steel Bsl Ltd,Delisted,T,2.00,INE824B01021,Iron & Steel,TATASTLBSL,Equity,https://www.bseindia.com/stock-share-price/tata-steel-bsl-ltd/tatastlbsl/500055/,TATA STEEL BSL LIMITED,9354.38
500056,MASTERGROWTH-93,Delisted,B,10.00,INF189A01046,,UTIMRDM,Equity,https://www.bseindia.com/stock-share-price/mastergrowth-93/utimrdm/500056/,Mastergrowth - 93 (Scheme Of UTI),0.00
500057,ADITYA BIRLA CHEMICALS (INDIA) LTD.,Delisted,B,10.00,INE605B01016,,ABCIL,Equity,https://www.bseindia.com/stock-share-price/aditya-birla-chemicals-(india)-ltd/abcil/500057/,Aditya Birla Chemicals (India) Limited,526.66
500058,BIHAR SPONGE IRON LTD.,Active,XT,10.00,INE819C01011,Sponge Iron,BIHSPONG,Equity,https://www.bseindia.com/stock-share-price/bihar-sponge-iron-ltd/bihspong/500058/,Bihar Sponge Iron Ltd,109.96
500059,BINANI INDUSTRIES LTD.,Active,T,10.00,INE071A01013,Print Media,BINANIIND,Equity,https://www.bseindia.com/stock-share-price/binani-industries-ltd/binaniind/500059/,Binani Industries Limited,63.77
500060,Birla Cable Ltd,Active,B,10.00,INE800A01015,Telecom -  Equipment & Accessories,BIRLACABLE,Equity,https://www.bseindia.com/stock-share-price/birla-cable-ltd/birlacable/500060/,Birla Cable Limited,847.35
500061,ANDHRA VALLEY POWER SUPPLY COMPANY LTD.,Delisted,B,10.00,INE247A01019,,ANVALDM,Equity,https://www.bseindia.com/stock-share-price/andhra-valley-power-supply-company-ltd/anvaldm/500061/,Andhra Valley Power Supply Company,0.00
500062,ASHOK LEYLAND FINANCE LTD.,Delisted,B,10.00,INE251A01011,,ASHOKLEYFIN,Equity,https://www.bseindia.com/stock-share-price/ashok-leyland-finance-ltd/ashokleyfin/500062/,"Ashok Leyland Finance Ltd.,",338.59
500063,OSWAL CHEMICALS & FERTILIZERS LTD.,Delisted,B,10.00,INE143A01010,,OSWALCHEM,Equity,https://www.bseindia.com/stock-share-price/oswal-chemicals--fertilizers-ltd/oswalchem/500063/,Oswal Chemicals & Fertilizers Ltd,108.98
500064,BIRLA GLOBAL FINANCE LTD.,Delisted,B,10.00,INE097A01018,,BGFL,Equity,https://www.bseindia.com/stock-share-price/birla-global-finance-ltd/bgfl/500064/,"Birla Global Finance Ltd.,",0.00
500067,BLUE STAR LTD.,Active,A,2.00,INE472A01039,Household Appliances,BLUESTARCO,Equity,https://www.bseindia.com/stock-share-price/blue-star-ltd/bluestarco/500067/,Blue Star Ltd,20392.87
500068,DISA INDIA LTD.,Active,B,10.00,INE131C01011,Industrial Products,DISAQ,Equity,https://www.bseindia.com/stock-share-price/disa-india-ltd/disaq/500068/,Disa India Ltd.,2221.01
500069,Quest Capital Markets Ltd,Active,X,10.00,INE418C01012,Other Capital Market related Services,QUESTCAP,Equity,https://www.bseindia.com/stock-share-price/quest-capital-markets-ltd/questcap/500069/,QUEST CAPITAL MARKETS LIMITED,381.00
500070,BANK OF PUNJAB LTD.,Delisted,B,10.00,INE458A01012,,BOP,Equity,https://www.bseindia.com/stock-share-price/bank-of-punjab-ltd/bop/500070/,Bank Of Punjab Ltd.,0.00
500072,BONGAIGAON REFINERY & PETROCHEMICALS LTD.,Delisted,B,10.00,INE241A01012,,BONGAIREFN,Equity,https://www.bseindia.com/stock-share-price/bongaigaon-refinery--petrochemicals-ltd/bongairefn/500072/,Bongaingaon Refinery & Petrochemica,0.00
500073,BPL ENGINEERING LTD.,Delisted,B,10.00,INE108A01013,,BPLENG,Equity,https://www.bseindia.com/stock-share-price/bpl-engineering-ltd/bpleng/500073/,BPL Engineering Ltd.,23.18
500074,BPL LTD.,Active,T,10.00,INE110A01019,Consumer Electronics,BPL,Equity,https://www.bseindia.com/stock-share-price/bpl-ltd/bpl/500074/,"BPL Ltd.,",443.23
500075,NAGARJUNA FERTILIZERS & CHEMICALS LTD.,Delisted,B,10.00,INE580A01013,,NAGARFER,Equity,https://www.bseindia.com/stock-share-price/nagarjuna-fertilizers--chemicals-ltd/nagarfer/500075/,Nagarjuna Fertiliser & Chem. Ltd.,0.00
500076,BURROUGHS WELLCOME (INDIA) LTD.,Delisted,B,10.00,INE157A01010,,BURROWEL,Equity,https://www.bseindia.com/stock-share-price/burroughs-wellcome-(india)-ltd/burrowel/500076/,"Burroughs Wellcome (India) Ltd.,",823.34
500077,CABLE CORPORATION OF INDIA LTD.,Delisted,B,10.00,INE475A01016,,CCI,Equity,https://www.bseindia.com/stock-share-price/cable-corporation-of-india-ltd/cci/500077/,"Cable Corporation of India Ltd.,",144.53
500078,Oriental Aromatics Ltd-$,Active,B,5.00,INE959C01023,Specialty Chemicals,OAL,Equity,https://www.bseindia.com/stock-share-price/oriental-aromatics-ltd/oal/500078/,ORIENTAL AROMATICS LIMITED,1426.74
500079,CARRIER AIRCON LTD.,Delisted,B,10.00,INE480A01016,,CARIR,Equity,https://www.bseindia.com/stock-share-price/carrier-aircon-ltd/carir/500079/,Carrier Aircon Ltd,220.18
500080,CAUVERY SOFTWARE ENGINEERING SYSTEMS LTD.,Delisted,B,10.00,INE466B01013,,CAUVERSOFT,Equity,https://www.bseindia.com/stock-share-price/cauvery-software-engineering-systems-ltd/cauversoft/500080/,Cauvery Software Engg. Systems Ltd.,2.12
500081,CELESTE INTERNATIONAL LTD.,Delisted,Z,10.00,NA,,CELEINT,Equity,https://www.bseindia.com/stock-share-price/celeste-international-ltd/celeint/500081/,Celeste International Ltd.,
500082,CENTAK CHEMICALS LTD.,Delisted,B,10.00,INE942A01015,,CENCHDM,Equity,https://www.bseindia.com/stock-share-price/centak-chemicals-ltd/cenchdm/500082/,Centak Chemicals Ltd.,0.00
500083,CENTURY EXTRUSIONS LTD.,Active,B,1.00,INE281A01026,Aluminium- Copper & Zinc Products,CENTEXT,Equity,https://www.bseindia.com/stock-share-price/century-extrusions-ltd/centext/500083/,"Century Extrusions Ltd.,",177.60
500084,CESC LTD.,Active,A,1.00,INE486A01021,Integrated Power Utilities,CESC,Equity,https://www.bseindia.com/stock-share-price/cesc-ltd/cesc/500084/,"CESC Limited,",18412.17
500085,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A,10.00,INE085A01013,Fertilizers,CHAMBLFERT,Equity,https://www.bseindia.com/stock-share-price/chambal-fertilisers--chemicals-ltd/chamblfert/500085/,Chambal Fertilisers & Chemicals Ltd,15728.43
500086,EXIDE INDUSTRIES LTD.,Active,A,1.00,INE302A01020,Auto Components & Equipments,EXIDEIND,Equity,https://www.bseindia.com/stock-share-price/exide-industries-ltd/exideind/500086/,"Exide Industries Ltd.,",28738.50
500087,CIPLA LTD.,Active,A,2.00,INE059A01026,Pharmaceuticals,CIPLA,Equity,https://www.bseindia.com/stock-share-price/cipla-ltd/cipla/500087/,"Cipla Ltd.,",107377.60
500089,DIC INDIA LTD.,Active,B,10.00,INE303A01010,Printing Inks,DICIND,Equity,https://www.bseindia.com/stock-share-price/dic-india-ltd/dicind/500089/,DIC India Ltd,462.48
500090,MADURA COATS LTD.,Delisted,B,10.00,INE122A01014,,MADUCOA,Equity,https://www.bseindia.com/stock-share-price/madura-coats-ltd/maducoa/500090/,Madura Coats Ltd,288.71
500091,CORE HEALTHCARE LTD.,Delisted,B,10.00,INE494A01017,,COREPARENT,Equity,https://www.bseindia.com/stock-share-price/core-healthcare-ltd/coreparent/500091/,Core Healthcare ltd.,24.38
500092,CRISIL LTD.,Active,A,1.00,INE007A01025,Other Financial Services,CRISIL,Equity,https://www.bseindia.com/stock-share-price/crisil-ltd/crisil/500092/,CRISIL Ltd.,30076.38
500093,CG Power and Industrial Solutions Ltd,Active,A,2.00,INE067A01029,Heavy Electrical Equipment,CGPOWER,Equity,https://www.bseindia.com/stock-share-price/cg-power-and-industrial-solutions-ltd/cgpower/500093/,CG Power and Industrial Solutions Limited,70873.60
500094,CT COTTON YARN LTD.,Delisted,XD,10.00,INE107D01019,,CTCOTTON,Equity,https://www.bseindia.com/stock-share-price/ct-cotton-yarn-ltd/ctcotton/500094/,"C.T. Cotton Yarn Ltd.,",4.31
500095,WYETH LTD.,Delisted,B,10.00,INE378A01012,,WYETH,Equity,https://www.bseindia.com/stock-share-price/wyeth-ltd/wyeth/500095/,Wyeth Ltd.,3032.22
500096,DABUR INDIA LTD.,Active,A,1.00,INE016A01026,Personal Care,DABUR,Equity,https://www.bseindia.com/stock-share-price/dabur-india-ltd/dabur/500096/,Dabur India Ltd.,97497.47
500097,Dalmia Bharat Sugar and Industries Ltd,Active,B,2.00,INE495A01022,Sugar,DALMIASUG,Equity,https://www.bseindia.com/stock-share-price/dalmia-bharat-sugar-and-industries-ltd/dalmiasug/500097/,Dalmia Bharat Sugar and Industries Ltd,3248.90
500098,SKYLINE NEPC LTD.,Delisted,B,10.00,INE575B01011,,SKYLNEPC,Equity,https://www.bseindia.com/stock-share-price/skyline-nepc-ltd/skylnepc/500098/,Skyline NEPC Ltd,0.00
500099,CENTRAL INDIA POLYESTERS LTD.,Delisted,B,10.00,INE496A01020,,CENTINPO,Equity,https://www.bseindia.com/stock-share-price/central-india-polyesters-ltd/centinpo/500099/,Central India Polyesters Ltd.,0.00
500100,DAEWOO MOTORS (INDIA) LTD.,Delisted,XD,10.00,INE497A01010,,DAEWOO,Equity,https://www.bseindia.com/stock-share-price/daewoo-motors-(india)-ltd/daewoo/500100/,Daewoo Motors India Ltd.,343.51
500101,ARVIND LTD.,Active,A,10.00,INE034A01011,Garments & Apparels,ARVIND,Equity,https://www.bseindia.com/stock-share-price/arvind-ltd/arvind/500101/,"Arvind Ltd.,",7539.47
500102,BALLARPUR INDUSTRIES LTD.,Suspended,Z,2.00,INE294A01037,Paper & Paper Products,BALLARPUR,Equity,https://www.bseindia.com/stock-share-price/ballarpur-industries-ltd/ballarpur/500102/,"Ballarpur Industries Ltd.,",111.24
500103,BHARAT HEAVY ELECTRICALS LTD.,Active,A,2.00,INE257A01026,Heavy Electrical Equipment,BHEL,Equity,https://www.bseindia.com/stock-share-price/bharat-heavy-electricals-ltd/bhel/500103/,"Bharat Heavy Electricals Ltd.,",69223.42
500104,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A,10.00,INE094A01015,Refineries & Marketing,HINDPETRO,Equity,https://www.bseindia.com/stock-share-price/hindustan-petroleum-corporation-ltd/hindpetro/500104/,Hindustan Petroleum Corporation Ltd,62671.47
500105,INDIAN PETROCHEMICALS CORP.LTD.,Delisted,B,10.00,INE006A01019,,IPCL,Equity,https://www.bseindia.com/stock-share-price/indian-petrochemicals-corpltd/ipcl/500105/,"Indian Petrochemicals Corpn. Ltd.,",0.00
500106,IFCI LTD.,Active,A,10.00,INE039A01010,Financial Institution,IFCI,Equity,https://www.bseindia.com/stock-share-price/ifci-ltd/ifci/500106/,IFCI Ltd.,7411.58
500107,JINDAL IRON & STEEL CO.LTD.,Delisted,B,10.00,INE020A01010,,JINDALIRON,Equity,https://www.bseindia.com/stock-share-price/jindal-iron--steel-coltd/jindaliron/500107/,"Jindal Iron & Steel Co Ltd.,",1880.32
500108,MAHANAGAR TELEPHONE NIGAM LTD.,Active,B,10.00,INE153A01019,Telecom - Cellular & Fixed line services,MTNL,Equity,https://www.bseindia.com/stock-share-price/mahanagar-telephone-nigam-ltd/mtnl/500108/,Mahanagar Telephone Nigam Ltd.,2213.19
500109,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A,10.00,INE103A01014,Refineries & Marketing,MRPL,Equity,https://www.bseindia.com/stock-share-price/mangalore-refinery--petrochemicals-ltd/mrpl/500109/,Mangalore Refinery & Petrochemicals,27480.75
500110,CHENNAI PETROLEUM CORPORATION LTD.,Active,A,10.00,INE178A01016,Refineries & Marketing,CHENNPETRO,Equity,https://www.bseindia.com/stock-share-price/chennai-petroleum-corporation-ltd/chennpetro/500110/,Chennai Petroleum Corporation Ltd.,12432.61
500111,RELIANCE CAPITAL LTD.,Suspended,T,10.00,INE013A01015,Investment Company,RELCAPITAL,Equity,https://www.bseindia.com/stock-share-price/reliance-capital-ltd/relcapital/500111/,Reliance Capital Limited,383.11
500112,STATE BANK OF INDIA,Active,A,1.00,INE062A01020,Public Sector Bank,SBIN,Equity,https://www.bseindia.com/stock-share-price/state-bank-of-india/sbin/500112/,"State Bank Of India,",555646.34
500113,STEEL AUTHORITY OF INDIA LTD.,Active,A,10.00,INE114A01011,Iron & Steel,SAIL,Equity,https://www.bseindia.com/stock-share-price/steel-authority-of-india-ltd/sail/500113/,"Steel Authority of India Ltd.,",47310.21
500114,Titan Company Limited,Active,A,1.00,INE280A01028,Gems- Jewellery And Watches,TITAN,Equity,https://www.bseindia.com/stock-share-price/titan-company-limited/titan/500114/,Titan Company Limited,329563.98
500115,MSTRP,Delisted,Z,10.00,INF189A01061,,MSTRP,Equity,https://www.bseindia.com/stock-share-price/-/mstrp/500115/,Masterplus - 91 (Scheme of UTI)-OE.not.45507/00,0.00
500116,IDBI BANK LTD.,Active,A,10.00,INE008A01015,Private Sector Bank,IDBI,Equity,https://www.bseindia.com/stock-share-price/idbi-bank-ltd/idbi/500116/,IDBI Bank Ltd,71987.33
500117,DCW LTD.,Active,B,2.00,INE500A01029,Petrochemicals,DCW,Equity,https://www.bseindia.com/stock-share-price/dcw-ltd/dcw/500117/,"DCW Ltd.,",1953.34
500119,DHAMPUR SUGAR MILLS LTD.,Active,A,10.00,INE041A01016,Sugar,DHAMPURSUG,Equity,https://www.bseindia.com/stock-share-price/dhampur-sugar-mills-ltd/dhampursug/500119/,"Dhampur Sugar Mills Ltd.,",1778.86
500120,DIAMINES & CHEMICALS LTD.-$,Active,B,10.00,INE591D01014,Specialty Chemicals,DIAMINESQ,Equity,https://www.bseindia.com/stock-share-price/diamines--chemicals-ltd/diaminesq/500120/,"Diamines & Chemicals Ltd.,",533.19
500121,DIGITAL GLOBALSOFT LTD.,Delisted,B,10.00,INE124A01010,,DIGITAL,Equity,https://www.bseindia.com/stock-share-price/digital-globalsoft-ltd/digital/500121/,Digital Globalsoft Ltd.,0.00
500122,AMBUJA CEMENT RAJASTHAN LTD.,Delisted,Z,10.00,INE125A01017,,AMBUJACEMR,Equity,https://www.bseindia.com/stock-share-price/ambuja-cement-rajasthan-ltd/ambujacemr/500122/,Ambuja Cement Rajasthan Ltd,0.00
500123,ELANTAS BECK INDIA LTD.-$,Active,B,10.00,INE280B01018,Specialty Chemicals,ELANTAS,Equity,https://www.bseindia.com/stock-share-price/elantas-beck-india-ltd/elantas/500123/,Elantas Beck India Ltd,6544.34
500124,DR.REDDY'S LABORATORIES LTD.,Active,A,5.00,INE089A01023,Pharmaceuticals,DRREDDY,Equity,https://www.bseindia.com/stock-share-price/drreddys-laboratories-ltd/drreddy/500124/,"Dr. Reddy's Laboratories Ltd.,",94576.50
500125,E.I.D.-PARRY (INDIA) LTD.,Active,A,1.00,INE126A01031,Fertilizers,EIDPARRY,Equity,https://www.bseindia.com/stock-share-price/eid-parry-(india)-ltd/eidparry/500125/,"E.I.D. Parry (India) Ltd.,",10359.93
500126,Procter & Gamble Health Ltd,Active,A,10.00,INE199A01012,Pharmaceuticals,PGHL,Equity,https://www.bseindia.com/stock-share-price/procter--gamble-health-ltd/pghl/500126/,PROCTER & GAMBLE HEALTH LIMITED,8561.96
500127,EASTERN MINING & ALLIED LTD.,Delisted,P,10.00,NA,,ESTMNAL,Equity,https://www.bseindia.com/stock-share-price/eastern-mining--allied-ltd/estmnal/500127/,Eastern Mining & Allied Ltd,
500128,ELECTROSTEEL CASTINGS LTD.,Active,A,1.00,INE086A01029,Iron & Steel Products,ELECTCAST,Equity,https://www.bseindia.com/stock-share-price/electrosteel-castings-ltd/electcast/500128/,"Electrosteel Castings Ltd.,",7655.54
500129,ELGI AUTO PARTS LTD.,Delisted,Z,10.00,NA,,ELAUPAR-BDM,Equity,https://www.bseindia.com/stock-share-price/elgi-auto-parts-ltd/elaupar-bdm/500129/,"Elgi Auto Parts Ltd.,",
500130,ELGI FINANCE LTD.,Delisted,T,10.00,INE424D01018,,ELGIF,Equity,https://www.bseindia.com/stock-share-price/elgi-finance-ltd/elgif/500130/,"Elgi Finance Ltd.,",0.00
500131,ELGITREAD (INDIA) LTD.,Delisted,B,1.00,INE257B01024,,ELGITR,Equity,https://www.bseindia.com/stock-share-price/elgitread-(india)-ltd/elgitr/500131/,Elgitread (India)  Ltd.,155.61
