tradingsymbol,noBlockDeals,bulkBlockDeals,marketDeptOrderBook.totalBuyQuantity,marketDeptOrderBook.totalSellQuantity,marketDeptOrderBook.bid,marketDeptOrderBook.ask,marketDeptOrderBook.tradeInfo.totalTradedVolume,marketDeptOrderBook.tradeInfo.totalTradedValue,marketDeptOrderBook.tradeInfo.totalMarketCap,marketDeptOrderBook.tradeInfo.ffmc,marketDeptOrderBook.tradeInfo.impactCost,marketDeptOrderBook.tradeInfo.cmDailyVolatility,marketDeptOrderBook.tradeInfo.cmAnnualVolatility,marketDeptOrderBook.valueAtRisk.securityVar,marketDeptOrderBook.valueAtRisk.indexVar,marketDeptOrderBook.valueAtRisk.varMargin,marketDeptOrderBook.valueAtRisk.extremeLossMargin,marketDeptOrderBook.valueAtRisk.adhocMargin,marketDeptOrderBook.valueAtRisk.applicableMargin,securityWiseDP.quantityTraded,securityWiseDP.deliveryQuantity,securityWiseDP.deliveryToTradedQuantity,securityWiseDP.seriesRemarks,securityWiseDP.secWiseDelPosDate,info.symbol,info.companyName,info.industry,info.activeSeries,info.debtSeries,info.tempSuspendedSeries,info.isFNOSec,info.isCASec,info.isSLBSec,info.isDebtSec,info.isSuspended,info.isETFSec,info.isDelisted,info.isin,info.isTop10,info.identifier,metadata.series,metadata.symbol,metadata.isin,metadata.status,metadata.listingDate,metadata.industry,metadata.lastUpdateTime,metadata.pdSectorPe,metadata.pdSymbolPe,metadata.pdSectorInd,securityInfo.boardStatus,securityInfo.tradingStatus,securityInfo.tradingSegment,securityInfo.sessionNo,securityInfo.slb,securityInfo.classOfShare,securityInfo.derivatives,securityInfo.surveillance.surv,securityInfo.surveillance.desc,securityInfo.faceValue,securityInfo.issuedSize,sddDetails.SDDAuditor,sddDetails.SDDStatus,priceInfo.lastPrice,priceInfo.change,priceInfo.pChange,priceInfo.previousClose,priceInfo.open,priceInfo.close,priceInfo.vwap,priceInfo.lowerCP,priceInfo.upperCP,priceInfo.pPriceBand,priceInfo.basePrice,priceInfo.intraDayHighLow.min,priceInfo.intraDayHighLow.max,priceInfo.intraDayHighLow.value,priceInfo.weekHighLow.min,priceInfo.weekHighLow.minDate,priceInfo.weekHighLow.max,priceInfo.weekHighLow.maxDate,priceInfo.weekHighLow.value,priceInfo.iNavValue,priceInfo.checkINAV,industryInfo.macro,industryInfo.sector,industryInfo.industry,industryInfo.basicIndustry,preOpenMarket.preopen,preOpenMarket.ato.buy,preOpenMarket.ato.sell,preOpenMarket.IEP,preOpenMarket.totalTradedVolume,preOpenMarket.finalPrice,preOpenMarket.finalQuantity,preOpenMarket.lastUpdateTime,preOpenMarket.totalBuyQuantity,preOpenMarket.totalSellQuantity,preOpenMarket.atoBuyQty,preOpenMarket.atoSellQty
AARVI,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",152.0,0.0,"[{'price': 131.7, 'quantity': 152}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",128294.0,169.12,19514.88,5269.0176,0.48,3.15,60.18,20.82,0.0,20.82,3.5,0.0,24.32,128294.0,74440.0,58.02,,06-OCT-2023 EOD,AARVI,Aarvi Encon Limited,,['EQ'],[],['SM'],False,False,False,False,False,False,False,INE754X01016,False,AARVIEQN,EQ,AARVI,INE754X01016,Listed,24-Jun-2020,Diversified Commercial Services,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,10,14784000,-,-,132.0,5.0,3.937007874015748,127.0,127.9,131.7,131.82,101.6,152.4,20,127.0,126.15,136.1,132.0,100.5,28-Mar-2023,203.0,29-Nov-2022,132.0,,False,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,"[{'price': 125, 'buyQty': 61, 'sellQty': 0}, {'price': 125.05, 'buyQty': 60, 'sellQty': 0}, {'price': 126, 'buyQty': 1, 'sellQty': 0}, {'price': 127, 'buyQty': 4, 'sellQty': 0}, {'price': 127.9, 'buyQty': 0, 'sellQty': 402, 'iep': True}, {'price': 128.5, 'buyQty': 0, 'sellQty': 3800}, {'price': 129, 'buyQty': 0, 'sellQty': 100}, {'price': 129.25, 'buyQty': 0, 'sellQty': 40}]",10,1,127.9,10.0,127.9,10.0,06-Oct-2023 09:07:07,3989.0,19400.0,10.0,1.0
AAVAS,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",244.0,0.0,"[{'price': 1725.6, 'quantity': 244}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",128151.0,2233.62,1367307.81,806711.6089383999,0.05,1.94,37.06,12.31,0.0,12.31,3.5,0.0,15.81,128151.0,70705.0,55.17,,06-OCT-2023 EOD,AAVAS,Aavas Financiers Limited,,['EQ'],[],[],False,False,True,False,False,False,False,INE216P01012,False,AAVASEQN,EQ,AAVAS,INE216P01012,Listed,08-Oct-2018,Housing Finance Company,06-Oct-2023 16:00:00,18.46,30.68,NIFTY FINANCIAL SERVICES,Main,Active,Normal Market,-,Yes,Equity,No,,,10,79124320,-,-,1728.05,-18.850000000000136,-1.079054324803946,1746.9,1754.95,1725.6,1742.96,1397.55,2096.25,20,1746.9,1718.65,1772.0,1728.05,1335.5,12-Jun-2023,2221.75,06-Oct-2022,1728.05,,False,Financial Services,Financial Services,Finance,Housing Finance Company,"[{'price': 1698.5, 'buyQty': 0, 'sellQty': 6}, {'price': 1726.9, 'buyQty': 1, 'sellQty': 0}, {'price': 1737.45, 'buyQty': 0, 'sellQty': 4}, {'price': 1741.2, 'buyQty': 0, 'sellQty': 4}, {'price': 1745, 'buyQty': 0, 'sellQty': 4}, {'price': 1747, 'buyQty': 60, 'sellQty': 0}, {'price': 1754.95, 'buyQty': 148, 'sellQty': 0, 'iep': True}, {'price': 1758, 'buyQty': 100, 'sellQty': 0}, {'price': 1767, 'buyQty': 0, 'sellQty': 2}, {'price': 1770, 'buyQty': 40, 'sellQty': 0}]",0,0,1754.95,0.0,1754.95,288.0,06-Oct-2023 09:07:08,3295.0,4165.0,0.0,0.0
ABAN,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",2682.0,0.0,"[{'price': 45.3, 'quantity': 2682}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",128641.0,58.94,26556.22,14074.7976415,0.27,2.88,55.02,18.89,0.0,18.89,3.5,77.61,100.0,128641.0,77630.0,60.35,,06-OCT-2023 EOD,ABAN,Aban Offshore Limited,OIL EXPLORATION/PRODUCTION,['EQ'],[],['E1'],False,False,False,False,False,False,False,INE421A01028,False,ABANEQN,EQ,ABAN,INE421A01028,Listed,29-Mar-1995,Offshore Support Solution Drilling,06-Oct-2023 16:00:00,23.45,0.0,NIFTY 500                                         ,Main,Active,Normal Market,-,No,Equity,No,LTASM - I (13),Long Term Additional Surveillance Measure (LTASM) - Stage I,2,58365323,-,-,45.5,-0.1000000000000014,-0.2192982456140382,45.6,45.95,45.3,45.82,36.5,54.7,20,45.6,45.0,47.15,45.5,31.4,28-Mar-2023,56.6,16-Dec-2022,45.5,,False,Energy,Oil Gas & Consumable Fuels,Oil,Offshore Support Solution Drilling,"[{'price': 43.55, 'buyQty': 3, 'sellQty': 0}, {'price': 45.55, 'buyQty': 1050, 'sellQty': 30}, {'price': 45.6, 'buyQty': 0, 'sellQty': 10}, {'price': 45.8, 'buyQty': 85, 'sellQty': 0}, {'price': 45.95, 'buyQty': 61, 'sellQty': 80, 'iep': True}, {'price': 46, 'buyQty': 0, 'sellQty': 1}, {'price': 46.8, 'buyQty': 0, 'sellQty': 201}, {'price': 47.7, 'buyQty': 1, 'sellQty': 0}]",0,0,45.95,0.0,45.95,62.0,06-Oct-2023 09:07:04,28493.0,25032.0,0.0,0.0
ABB,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,200.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 4133.1, 'quantity': 200}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",207353.0,8531.27,8751603.98,2187900.9947813,0.02,1.86,35.54,11.78,0.0,11.78,3.5,0.0,15.28,207353.0,97454.0,47.0,,06-OCT-2023 EOD,ABB,ABB India Limited,ELECTRICAL EQUIPMENT,['EQ'],[],[],True,False,True,False,False,False,False,INE117A01022,False,ABBEQN,EQ,ABB,INE117A01022,Listed,08-Feb-1995,Heavy Electrical Equipment,06-Oct-2023 16:00:00,19.48,97.07,NIFTY INFRASTRUCTURE                              ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,2,211908375,-,-,4129.9,62.099999999999454,1.5266237278135466,4067.8,4080.05,4133.1,4114.37,3661.05,4474.55,No Band,4067.8,4068.0,4145.0,4129.9,2640.0,26-Dec-2022,4678.0,11-Sep-2023,4129.9,,False,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,"[{'price': 3757.65, 'buyQty': 0, 'sellQty': 3}, {'price': 3945.8, 'buyQty': 0, 'sellQty': 1}, {'price': 3977, 'buyQty': 0, 'sellQty': 27}, {'price': 4010, 'buyQty': 0, 'sellQty': 2}, {'price': 4080.05, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 4149.2, 'buyQty': 5, 'sellQty': 0}, {'price': 4202.45, 'buyQty': 3, 'sellQty': 0}, {'price': 4250.1, 'buyQty': 1, 'sellQty': 0}, {'price': 4474, 'buyQty': 5, 'sellQty': 0}]",28,0,4080.05,187.0,4080.05,187.0,06-Oct-2023 09:07:04,6739.0,9142.0,28.0,0.0
ABBOTINDIA,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,1.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 23036.4, 'quantity': 1}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",5532.0,1271.42,3150775.3,787693.824,0.05,1.32,25.22,8.24,0.0,9.0,3.5,0.0,12.5,5532.0,2619.0,47.34,,06-OCT-2023 EOD,ABBOTINDIA,Abbott India Limited,PHARMACEUTICALS,['EQ'],[],['IL'],True,False,True,False,False,False,False,INE358A01014,False,ABBOTINDIAEQN,EQ,ABBOTINDIA,INE358A01014,Permitted to trade,08-Jan-2010,Pharmaceuticals,06-Oct-2023 16:00:00,31.93,1029.24,NIFTY PHARMA,Main,Active,Normal Market,-,Yes,Equity,Yes,,,10,13675240,-,-,23040.0,178.04999999999927,0.7788049575823552,22861.95,22899.0,23036.4,22982.99,20575.75,25148.1,No Band,22861.95,22829.95,23118.0,23040.0,18000.0,17-Oct-2022,24744.25,10-Aug-2023,23040.0,,False,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,"[{'price': 22751, 'buyQty': 101, 'sellQty': 0}, {'price': 22762.9, 'buyQty': 1, 'sellQty': 0}, {'price': 22800.95, 'buyQty': 2, 'sellQty': 0}, {'price': 22899, 'buyQty': 0, 'sellQty': 1, 'iep': True}, {'price': 22900, 'buyQty': 2, 'sellQty': 0}, {'price': 22909, 'buyQty': 0, 'sellQty': 2}, {'price': 22987.75, 'buyQty': 0, 'sellQty': 1}, {'price': 22987.95, 'buyQty': 0, 'sellQty': 1}]",0,1,22899.0,2.0,22899.0,2.0,06-Oct-2023 09:07:06,910.0,1002.0,0.0,1.0
ABCAPITAL,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,461.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 181.5, 'quantity': 461}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",3983093.0,7171.96,4716860.56,1273552.3506222,0.05,2.05,39.17,13.08,0.0,13.08,3.5,0.0,16.58,3983093.0,1699314.0,42.66,,06-OCT-2023 EOD,ABCAPITAL,Aditya Birla Capital Limited,,['EQ'],[],[],True,False,True,False,False,False,False,INE674K01013,False,ABCAPITALEQN,EQ,ABCAPITAL,INE674K01013,Listed,01-Sep-2017,Investment Company,06-Oct-2023 16:00:00,18.46,220.48,NIFTY FINANCIAL SERVICES                          ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,10,2598821244,-,-,181.5,5.75,3.2716927453769555,175.75,175.9,181.5,180.06,158.2,193.3,No Band,175.75,175.75,182.15,181.5,108.1,17-Oct-2022,199.3,03-Jul-2023,181.5,,False,Financial Services,Financial Services,Finance,Investment Company,"[{'price': 167, 'buyQty': 0, 'sellQty': 1}, {'price': 172.25, 'buyQty': 0, 'sellQty': 200}, {'price': 174, 'buyQty': 0, 'sellQty': 1}, {'price': 174.35, 'buyQty': 0, 'sellQty': 68}, {'price': 175.9, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 179.3, 'buyQty': 261, 'sellQty': 0}, {'price': 179.5, 'buyQty': 17, 'sellQty': 0}, {'price': 183.7, 'buyQty': 7, 'sellQty': 0}, {'price': 183.75, 'buyQty': 1, 'sellQty': 0}]",604,365,175.9,5768.0,175.9,5768.0,06-Oct-2023 09:07:07,47607.0,156900.0,604.0,365.0
ABFRL,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",8874.0,0.0,"[{'price': 219, 'quantity': 8874}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",1073409.0,2353.88,2078376.54,727431.7878030001,0.05,1.98,37.83,12.62,0.0,12.62,3.5,0.0,16.12,1073409.0,295885.0,27.56,,06-OCT-2023 EOD,ABFRL,Aditya Birla Fashion and Retail Limited,,"['EQ', 'W1']",[],['BE'],True,False,True,False,False,False,False,INE647O13016,False,ABFRLEQN,EQ,ABFRL,INE647O01011,Listed,17-Jul-2013,Speciality Retail,06-Oct-2023 16:00:00,23.45,156.91,NIFTY 500                                         ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,10,949030382,-,-,219.0,-0.0999999999999943,-0.045641259698765,219.1,221.0,219.0,219.29,197.2,241.0,No Band,219.1,218.1,221.65,219.0,184.4,23-May-2023,359.5,01-Nov-2022,219.0,,False,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,"[{'price': 197.2, 'buyQty': 0, 'sellQty': 407}, {'price': 197.25, 'buyQty': 0, 'sellQty': 462}, {'price': 203.45, 'buyQty': 0, 'sellQty': 77}, {'price': 215, 'buyQty': 0, 'sellQty': 750}, {'price': 221, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 222, 'buyQty': 1000, 'sellQty': 0}, {'price': 223, 'buyQty': 50, 'sellQty': 0}, {'price': 223.5, 'buyQty': 706, 'sellQty': 0}, {'price': 229, 'buyQty': 191, 'sellQty': 0}]",5765,300,221.0,27951.0,221.0,27951.0,06-Oct-2023 09:07:07,62878.0,130140.0,5765.0,300.0
ABSLAMC,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,130.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 433.9, 'quantity': 130}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",133711.0,577.82,1253112.11,175435.69575,0.09,1.36,25.98,8.49,0.0,9.0,3.5,0.0,12.5,133711.0,81435.0,60.9,,06-OCT-2023 EOD,ABSLAMC,Aditya Birla Sun Life AMC Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE404A01024,False,ABSLAMCEQN,EQ,ABSLAMC,INE404A01024,Listed,11-Oct-2021,Asset Management Company,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,5,288071750,-,-,435.0,-2.1000000000000227,-0.4804392587508631,437.1,437.2,433.9,432.14,393.4,480.8,10,437.1,429.0,437.7,435.0,307.0,28-Mar-2023,471.9,15-Dec-2022,435.0,,False,Financial Services,Financial Services,Capital Markets,Asset Management Company,"[{'price': 415.25, 'buyQty': 0, 'sellQty': 1}, {'price': 430, 'buyQty': 0, 'sellQty': 1}, {'price': 437.15, 'buyQty': 0, 'sellQty': 35}, {'price': 437.2, 'buyQty': 50, 'sellQty': 0, 'iep': True}, {'price': 437.5, 'buyQty': 3, 'sellQty': 0}, {'price': 437.55, 'buyQty': 1, 'sellQty': 0}, {'price': 438.45, 'buyQty': 0, 'sellQty': 7}, {'price': 450.2, 'buyQty': 2, 'sellQty': 0}]",15,27,437.2,64.0,437.2,64.0,06-Oct-2023 09:07:04,4912.0,16236.0,15.0,27.0
ACC,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,347.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 2009.95, 'quantity': 347}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",153026.0,3077.37,3770768.24,1621430.3436472,0.02,1.84,35.15,11.68,0.0,11.68,3.5,0.0,15.18,153026.0,61000.0,39.86,,06-OCT-2023 EOD,ACC,ACC Limited,CEMENT AND CEMENT PRODUCTS,['EQ'],[],['IL'],True,False,True,False,False,False,False,INE012A01025,False,ACCEQN,EQ,ACC,INE012A01025,Listed,20-Nov-1996,Cement & Cement Products,06-Oct-2023 16:00:00,14.38,52.1,NIFTY COMMODITIES                                 ,Main,Active,Normal Market,-,Yes,Equity,Yes,,,10,187787263,-,-,2008.0,10.75,0.5382400801101515,1997.25,1997.25,2009.95,2011.01,1797.55,2196.95,No Band,1997.25,1997.25,2021.7,2008.0,1592.35,29-Mar-2023,2675.0,14-Dec-2022,2008.0,,False,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,"[{'price': 1937.25, 'buyQty': 0, 'sellQty': 46}, {'price': 1981.45, 'buyQty': 0, 'sellQty': 6}, {'price': 1990.05, 'buyQty': 0, 'sellQty': 6}, {'price': 1993.25, 'buyQty': 0, 'sellQty': 182}, {'price': 1997.25, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 2001, 'buyQty': 15, 'sellQty': 0}, {'price': 2007.8, 'buyQty': 52, 'sellQty': 0}, {'price': 2010.1, 'buyQty': 54, 'sellQty': 0}, {'price': 2057.15, 'buyQty': 20, 'sellQty': 0}]",116,35,1997.25,679.0,1997.25,685.0,06-Oct-2023 09:07:04,5640.0,14042.0,116.0,35.0
ACCELYA,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,54.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 1679.75, 'quantity': 54}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",94263.0,1562.48,249313.34,62328.3343708,0.1,2.53,48.34,16.42,0.0,16.42,3.5,0.0,19.92,94263.0,33148.0,35.17,,06-OCT-2023 EOD,ACCELYA,Accelya Solutions India Limited,COMPUTERS - SOFTWARE,['EQ'],[],['BE'],False,False,False,False,False,False,False,INE793A01012,False,ACCELYAEQN,EQ,ACCELYA,INE793A01012,Listed,01-Dec-1999,Computers - Software & Consulting,06-Oct-2023 16:00:00,27.21,20.63,NIFTY IT                                          ,Main,Active,Normal Market,-,No,Equity,No,,,10,14926261,-,-,1670.3,62.34999999999991,3.877608134581293,1637.95,1618.5,1679.75,1657.58,1286.4,1929.5,20,1607.95,1588.05,1693.0,1670.3,1041.5,17-Oct-2022,1746.0,05-Dec-2022,1670.3,,False,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,"[{'price': 1609, 'buyQty': 0, 'sellQty': 3}, {'price': 1610, 'buyQty': 0, 'sellQty': 3}, {'price': 1614, 'buyQty': 0, 'sellQty': 2}, {'price': 1616, 'buyQty': 0, 'sellQty': 3}, {'price': 1618.5, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 1641, 'buyQty': 6, 'sellQty': 0}, {'price': 1650, 'buyQty': 30, 'sellQty': 0}, {'price': 1929.35, 'buyQty': 1, 'sellQty': 0}, {'price': 1929.45, 'buyQty': 15, 'sellQty': 0}]",35,421,1618.5,488.0,1618.5,488.0,06-Oct-2023 09:07:04,1188.0,5646.0,35.0,421.0
ACE,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",0.0,2190.0,"[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 711.9, 'quantity': 2190}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",373799.0,2643.88,838345.7,276654.0809472,0.07,2.73,52.16,17.78,0.0,17.78,3.5,78.72,100.0,373799.0,146598.0,39.22,,06-OCT-2023 EOD,ACE,Action Construction Equipment Limited,ELECTRICAL EQUIPMENT,['EQ'],[],[],False,False,True,False,False,False,False,INE731H01025,False,ACEEQN,EQ,ACE,INE731H01025,Listed,26-Sep-2006,Construction Vehicles,06-Oct-2023 16:00:00,23.45,50.97,NIFTY 500                                         ,Main,Active,Normal Market,-,Yes,Equity,No,LTASM - I (13),Long Term Additional Surveillance Measure (LTASM) - Stage I,2,119083196,-,-,704.0,14.0,2.0289855072463765,690.0,694.95,711.9,707.3,552.0,828.0,20,690.0,687.0,723.0,704.0,265.3,26-Dec-2022,821.0,18-Aug-2023,704.0,,False,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles,"[{'price': 552.05, 'buyQty': 0, 'sellQty': 145}, {'price': 641.6, 'buyQty': 0, 'sellQty': 22}, {'price': 669.3, 'buyQty': 0, 'sellQty': 23}, {'price': 676.2, 'buyQty': 0, 'sellQty': 25}, {'price': 694.95, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 695.95, 'buyQty': 20, 'sellQty': 0}, {'price': 700, 'buyQty': 200, 'sellQty': 0}, {'price': 721.1, 'buyQty': 37, 'sellQty': 0}, {'price': 736, 'buyQty': 200, 'sellQty': 0}]",218,67,694.95,775.0,694.95,775.0,06-Oct-2023 09:07:05,17352.0,28868.0,218.0,67.0
ACI,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",104.0,0.0,"[{'price': 587.5, 'quantity': 104}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",154870.0,916.64,724782.11,297160.6631361,0.08,1.66,31.71,10.46,0.0,10.46,3.5,0.0,13.96,154870.0,93938.0,60.66,,06-OCT-2023 EOD,ACI,Archean Chemical Industries Limited,,['EQ'],[],[],False,False,True,False,False,False,False,INE128X01021,False,ACIEQN,EQ,ACI,INE128X01021,Listed,21-Nov-2022,Specialty Chemicals,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,Yes,Equity,No,,,2,123052989,-,-,589.0,-10.100000000000025,-1.6858621265231215,599.1,599.5,587.5,591.88,479.3,718.9,20,599.1,586.05,604.95,589.0,440.2,21-Nov-2022,731.8,13-Feb-2023,589.0,,False,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,"[{'price': 503, 'buyQty': 0, 'sellQty': 5}, {'price': 535, 'buyQty': 0, 'sellQty': 17}, {'price': 599.1, 'buyQty': 71, 'sellQty': 0}, {'price': 599.5, 'buyQty': 100, 'sellQty': 0, 'iep': True}, {'price': 600, 'buyQty': 0, 'sellQty': 1}, {'price': 601, 'buyQty': 10, 'sellQty': 0}, {'price': 602, 'buyQty': 0, 'sellQty': 1}, {'price': 718.9, 'buyQty': 1, 'sellQty': 0}]",7,52,599.5,74.0,599.5,74.0,06-Oct-2023 09:07:05,4660.0,13314.0,7.0,52.0
ADANIENSOL,True,"[{'name': 'Session I'}, {'name': 'Session II'}]",56.0,0.0,"[{'price': 806, 'quantity': 56}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]","[{'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}, {'price': 0, 'quantity': 0}]",265517.0,2147.77,8994217.5,2698265.2509087,0.58,3.5,66.87,23.4,0.0,23.4,3.5,0.0,26.9,265517.0,115724.0,43.58,,06-OCT-2023 EOD,ADANIENSOL,Adani Energy Solutions Limited,,['EQ'],[],[],False,False,False,False,False,False,False,INE931S01010,False,ADANIENSOLEQN,EQ,ADANIENSOL,INE931S01010,Listed,31-Jul-2015,Power - Transmission,06-Oct-2023 16:00:00,,,,Main,Active,Normal Market,-,No,Equity,No,,,10,1115492683,-,-,806.3,-1.400000000000091,-0.1733316825554154,807.7,810.35,806.0,808.9,646.2,969.2,20,807.7,804.5,815.9,806.3,631.5,01-Mar-2023,3415.75,06-Oct-2022,806.3,,False,Utilities,Power,Power,Power - Transmission,"[{'price': 745.75, 'buyQty': 0, 'sellQty': 14}, {'price': 769.95, 'buyQty': 0, 'sellQty': 100}, {'price': 783.5, 'buyQty': 0, 'sellQty': 45}, {'price': 795, 'buyQty': 0, 'sellQty': 50}, {'price': 810.35, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 815, 'buyQty': 1, 'sellQty': 0}, {'price': 823.85, 'buyQty': 42, 'sellQty': 0}, {'price': 844.1, 'buyQty': 122, 'sellQty': 0}, {'price': 848.05, 'buyQty': 26, 'sellQty': 0}]",524,107,810.35,815.0,810.35,815.0,06-Oct-2023 09:07:05,22692.0,48303.0,524.0,107.0
